Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Preventing major outbreaks of COVID-19 in jails,"Okano, Justin T.; Blower, Sally",,2020,,The Lancet,,,,,10.1016/S0140-6736(20)31015-1,26155,#141682,Okano 2020,,,141682,30-04-20
Novel Coronavirus disease 2019 (COVID-19) outbreak in Nigeria: how effective are government interventions?,"Oyeniran, Oluwatosin Imoleayo; Chia, Terkuma",,2020,,"Ethics, Medicine and Public Health",,,100515-100515,,https://doi.org/10.1016/j.jemep.2020.100515,26158,#141685,Oyeniran 2020,,,141685,30-04-20
"Nurture to nature via COVID-19, a self-regenerating environmental strategy of environment in global context","Paital, Biswaranjan","Coronavirus Disease (COVID-19) has become the largest pandemic that has affected 210 countries. Rolling data indicate that 257,3605 people are infected by the disease, from which 701,838 have recovered and 178,562 have died. No specific medicine or vaccine is available yet to control the disease, hence, social distancing via lockdown is widely adopted as the only preventive measure. Social distancing is observed at different level of strictness in different counties but it almost made the world to stands still. Although scientific articles on this largest social move are scanty, it resulted in benefiting the deteriorated environment to revive back. Many environmental indices such as lowering NO2 and CO2 emissions and reduction in particulate matters in air as a result of less human activities have led to clean air and pollution free water in many countries. Undoubtedly, the world was experiencing pollution in several countries due to mainly human activities including urbanization, industrialization, fossil fuel exhaustion etc. Under such situation a special (natural) a protective measure was awaited to fix environmental issues. Probably, the lockdown is one of the natural effects expected by nature via introduction of COVID-19. It is because, introduction of COVID-19 to nature was an outcome of mutation from two of its pre-existing forms, although, debate on it is still continuing. Viability of CoV-19 virus found to have a lot of correlation with aquatic and terrestrial environmental parameters such as pH, surface type, temperature etc. Air pollution is found to increase the risk of COVID-19 infection, therefore, use of mask and alcohols based standard sterilisers is strongly recommended. However, the self-revival rate of nature shall continue during post-lockdown period and a master plan must be adapted by national and international (mostly political) bodies to revive the Mother Nature completely.",2020,,Science of The Total Environment,,,139088-139088,,https://doi.org/10.1016/j.scitotenv.2020.139088,26159,#141686,Paital 2020,,,141686,30-04-20
Procedural Precautions and Personal Protective Equipment during Head and Neck Instrumentation in the COVID-19 Era,"Panuganti, Bharat A.; Pang, John; Califano, Joseph; Chan, Jason Y. K.","Abstract Background Otolaryngologists represent a subset of healthcare workers uniquely vulnerable to COVID-19 transmission. Given the segmentation of extant guidelines concerning precautions and protective equipment for SARS-CoV2, we aimed to provide consolidated recommendations regarding appropriate personal protective equipment (PPE) in head neck surgery during the COVID-19 era. Methods Guidelines published by international and United States governing bodies were reviewed in conjunction with published literature concerning COVID-19 transmission risk, testing, and PPE, to compile situation-specific recommendations for head and neck providers managing COVID-19 patients. Results High-quality data regarding the aerosolization potential of head and neck instrumentation and appropriate PPE during head and neck surgeries are lacking. However, extrapolation of recommendations by governing bodies suggest strongly that head and neck mucosal instrumentation warrants strict adherence to airborne-level precautions. Conclusion We present a series of situation-specific recommendations for PPE use and other procedural precautions for otolaryngology providers to consider in the COVID-19 era. This article is protected by copyright. All rights reserved.",2020,,Head & Neck,n/a,n/a,,,10.1002/hed.26220,26161,#141688,Panuganti 2020,,,141688,30-04-20
Development of clinical care guidelines for faculty and residents in the era of COVID-19,"Park, Jason S.; El-Sayed, Ivan H.; Young, VyVy N.; Pletcher, Steven D.","Abstract Background The global COVID-19 pandemic brings new challenges to otolaryngology resident education. Surgical volume and clinic visits are curtailed, personal protective equipment for operating room participation is restricted, and the risk of COVID-19 disease transmission during heretofore routine patient care is the new norm. Methods We describe a small-team ?cohorting? protocol including guidelines for faculty and resident in common clinical scenarios with attention paid to the risk of common otolaryngologic procedures. Results A rotating small-team approach was implemented at each clinical site, limiting interaction between Department members but providing comprehensive coverage. Faculty were involved at the earliest phase of clinical interactions. Guidelines delineated faculty and resident roles based on risk stratification by patient COVID status and anticipated procedures. Special consideration was given to high-risk procedures such as endoscopy and tracheotomy. Conclusions A small-team based approach with guidelines for faculty/resident roles may mitigate risk while optimizing patient care and maximizing education. This article is protected by copyright. All rights reserved.",2020,,Head & Neck,n/a,n/a,,,10.1002/hed.26225,26162,#141689,Park 2020,,,141689,30-04-20
COVID-19 diagnosis and management: a comprehensive review,"Pascarella, Giuseppe; Strumia, Alessandro; Piliego, Chiara; Bruno, Federica; Del Buono, Romualdo; Costa, Fabio; Scarlata, Simone; Agrò, Felice Eugenio","Abstract Severe acute respiratory syndrome coronavirus (SARS-CoV)-2, a novel coronavirus from the same family as SARS-CoV and Middle East respiratory syndrome coronavirus, has spread worldwide leading the World Health Organization to declare a pandemic. The disease caused by SARS-CoV-2, coronavirus disease 2019 (COVID-19), presents flu-like symptoms which can become serious in high-risk individuals. Here we provide an overview of the known clinical features of and treatment options for COVID-19. We carried out a systematic literature search using the main online databases (PubMed, Google Scholar, MEDLINE, UpToDate, Embase and Web of Science) with the following keywords: ?COVID-19?, ?2019-nCoV?, ?coronavirus? and ?SARS-CoV-2?. We included publications from 1 January 2019 to 3 April 2020 which focused on clinical features and treatments. We found that infection is transmitted from human to human and through contact with contaminated environmental surfaces. Hand hygiene is fundamental to prevent contamination. Wearing personal protective equipment is recommended in specific environments. The main symptoms of COVID-19 are fever, cough, fatigue, slight dyspnoea, sore throat, headache, conjunctivitis and gastrointestinal issues. Real-time PCR is used as a diagnostic tool using nasal swab, tracheal aspirate or bronchoalveolar lavage samples. Computed tomography findings are important for both diagnosis and follow-up. To date, there is no evidence of any effective treatment for COVID-19. The main therapies being used to treat the disease are antiviral drugs, chloroquine/hydroxychloroquine and respiratory therapy. In conclusion, although many therapies have been proposed, quarantine is the only intervention that appears to be effective in decreasing the contagion rate. Specifically designed randomized clinical trials are needed to determine the most appropriate evidence-based treatment modality.",2020,,Journal of Internal Medicine,n/a,n/a,,,10.1111/joim.13091,26163,#141690,Pascarella 2020,,,141690,30-04-20
The covid-19 outbreak in Italy: preventive and protective measures adopted by the dermatology unit of bologna university hospital,"Patrizi, Annalisa; Bardazzi, Federico; Filippi, Federica; Abbenante, Diego; Piraccini, Bianca Maria",,2020,,Dermatologic therapy,,,e13469-e13469,,10.1111/dth.13469,26164,#141691,Patrizi 2020,,,141691,30-04-20
Sedation for critically ill patients with COVID-19: which specificities? One size does not fit all,"Payen, Jean-François; Chanques, Gérald; Futier, Emmanuel; Velly, Lionel; Jaber, Samir; Constantin, Jean-Michel",,2020,,Anaesthesia Critical Care & Pain Medicine,,,,,https://doi.org/10.1016/j.accpm.2020.04.010,26165,#141692,Payen 2020,,,141692,30-04-20
Moving Personal Protective Equipment Into the Community,"Perencevich, Eli N.; Diekema, Daniel J.; Edmond, Michael B.",,2020,,JAMA,,,,,10.1001/jama.2020.7477,26166,#141693,Perencevich 2020,,,141693,30-04-20
Moving Personal Protective Equipment Into the Community: Face Shields and Containment of COVID-19,"Perencevich, Eli N.; Diekema, Daniel J.; Edmond, Michael B.",,2020,,JAMA,,,,,10.1001/jama.2020.7477,26167,#141694,Perencevich 2020,,,141694,30-04-20
Putting some context to the aerosolization debate around SARS-CoV-2,"Peters, Alexandra; Parneix, Pierre; Otter, Jon; Pittet, Didier",,2020,,Journal of Hospital Infection,,,,,https://doi.org/10.1016/j.jhin.2020.04.040,26168,#141695,Peters 2020,,,141695,30-04-20
High-Value Plant Species Used for the Treatment of “Fever” by the Karen Hill Tribe People,"Phumthum, Methee; Sadgrove, Nicholas J.","The symptom “fever” is generally not itself a terminal condition. However, it does occur with common mild to severe ailments afflicting the world population. Several allopathic medicines are available to attenuate fever by targeting the pathogen or the symptom itself. However, many people in marginal civilizations are obligated to use locally grown medicinal plants due to limited access to common pharmaceuticals. The Karen ethnic group is the biggest ethnic minority group in the hill-tribes of Thailand. They utilise a vast repertoire of medicinal plant species. Since many modern drugs were discovered out of traditional therapies, it is possible to discover new allopathic drugs in the treatment of fever and associated pathogens from the Karen people. Thus, this study aims to identify and record the ethnomedicinal plants they used for the treatment of “fever”. The names of plants used by the Thai Karen people for the treatment of fever were mined from publications on ethnomedicinal uses. Useful plant species and families were identified using the Cultural Importance Index (CI). With the mined data, 125 plant species from 52 families were identified, distributed across 25 Karen villages. A chemical cross-examination of these species provided valuable insights into chemical classes worthy of further investigation in the context of fever and associated pathogens.",2020,,Antibiotics,9,5,220-220,,10.3390/antibiotics9050220,26169,#141696,Phumthum 2020,,,141696,30-04-20
Repositionnement de la chlorpromazine dans le traitement du COVID-19: étude reCoVery,"Plaze, Mario; Attali, David; Petit, Anne-Cécile; Blatzer, Michael; Simon-Loriere, Etienne; Vinckier, Fabien; Cachia, Arnaud; Chrétien, Fabrice; Gaillard, Raphaël","Résumé OBJECTIFS: La pandémie mondiale actuelle de COVID-19 a touché environ 2 350 000 personnes et fait plus de 160 000 morts. Nous avons observé dans le GHU PARIS Psychiatrie & Neurosciences (site Sainte-Anne, Paris, France) une incidence moins importante de formes symptomatiques de COVID-19 chez les patients (environ 4 %) que dans notre personnel soignant (environ 14 % des infirmiers et médecins). Des retours similaires nous sont donnés par les unités psyCOVID en France et à l’étranger. Ces observations nous ont amenés à formuler l’hypothèse que la chlorpromazine (CPZ) pourrait avoir une action prophylactique sur le SARS-CoV-2 et protégeraient les patients des formes symptomatiques et virulentes de cette infection. Cette hypothèse est cohérente avec les propriétés antivirales connues de la CPZ. En plus de ses effets antipsychotiques classiques, plusieurs études in vitro ont également démontré une activité antivirale de cette phénothiazine via l'inhibition de l'endocytose dépendante des clathrines. Récemment, des études ont révélé un effet anti-MERS-CoV et anti-SARS-CoV-1 de la CPZ. MÉTHODES: Dans ce contexte, l’étude ReCoVery, basée sur le repositionnement de la CPZ-molécule avec un excellent profil de tolérance et une biodistribution très élevée dans la salive, les poumons et le cerveau - vise à tester l’hypothèse que la CPZ pourrait diminuer l’évolution défavorable de l’infection COVID-19 chez des patients oxygénorequérants sans nécessité de soins en réanimation mais aussi réduire la contagiosité du SARS-CoV-2. Nous allons réaliser pour cela un essai thérapeutique pilote de phase III multicentrique, randomisé, contrôlé (traitement standard vs. CPZ + traitement standard) et en simple insu. OBJECTIVES: The ongoing COVID-19 pandemic comprises a total of more than 2 350 000 cases and 160 000 deaths. The interest in anti-coronavirus drug development has been limited so far and effective methods to prevent or treat coronavirus infections in humans are still lacking. Urgent action is needed to fight this fatal coronavirus infection by reducing the number of infected people along with the infection contagiousness and severity. Since the beginning of the COVID-19 outbreak several weeks ago, we observe in GHU PARIS Psychiatrie & Neurosciences (Sainte-Anne hospital, Paris, France) a lower prevalence of symptomatic and severe forms of COVID-19 infections in psychiatric patients (∼4 %) compared to health care professionals (∼14 %). Similar observations have been noted in other psychiatric units in France and abroad. Our hypothesis is that psychiatric patients could be protected from the severe form of COVID-19 by their psychotropic treatments. Chlorpromazine (CPZ) is a phenothiazine derivative widely used in clinical routine in the treatment of acute and chronic psychoses. This first antipsychotic medication has been discovered in 1952 by Jean Delay and Pierre Deniker at Sainte-Anne hospital. In addition to its antipsychotic effects, several in vitro studies have also demonstrated a CPZ antiviral activity via the inhibition of clathrin-mediated endocytosis. Recently, independent studies revealed that CPZ is an anti-MERS-CoV and an anti-SARS-CoV-1 drug. In comparison to other antiviral drugs, the main advantages of CPZ lie in its biodistribution: (i) preclinical and clinical studies have reported a high CPZ concentration in the lungs (20--200 times higher than in plasma), which is critical because of the respiratory tropism of SARS-CoV-2; (ii) CPZ is highly concentrated in saliva (20-60 times higher than in plasma) and could therefore reduce the contagiousness of COVID-19; (iii) CPZ can cross the blood-brain barrier and could therefore prevent the neurological forms of COVID-19. METHODS: In this context, we will test the hypothesis that CPZ could decrease the unfavorable evolution of COVID-19 infection in oxygen-requiring patients without the need for intensive care, but also reduce the contagiousness of SARS-CoV-2. At this end, we designed a pilot, phase III, multicenter, single blind, randomized controlled therapeutic trial. Efficacy of CPZ will be assessed according to clinical, biological and radiological criteria. The main objective is to demonstrate a shorter Time To Response (TTR) to treatment in the CPZ + standard-of-care (CPZ + SOC) group, compared to the SOC group. Response to treatment is defined by a reduction of at least one level of severity on the WHO-Ordinal Scale for Clinical Improvement (WHO-OSCI). The secondary objectives are to demonstrate in the CPZ + SOC group, compared to the SOC group:  A) superior clinical improvement; B) a greater decrease in the biological markers of viral attack by SARS-CoV-2 (PCR, viral load); C) a greater decrease in inflammatory markers (e.g. CRP and lymphopenia); D) a greater decrease in parenchymal involvement (chest CT) on the seventh day post-randomization; E) to define the optimal dosage of CPZ and its tolerance; F) to evaluate the biological parameters of response to treatment, in particular the involvement of inflammatory cytokines. Patient recruitment along with the main and secondary objectives are in line with WHO 2020 COVID-19 guidelines. CONCLUSION: This repositioning of CPZ as anti-SARS-CoV-2 activity offers an alternative and rapid strategy to alleviate the virus propagation and the infection severity and lethality. This CPZ repositioning strategy also avoids numerous developmental and experimental steps, can save precious time to rapidly establish an anti-COVID-19 therapy with well-known, limited and easy to manage side effects. Indeed, CPZ is an FDA-approved drug with an excellent tolerance profile, prescribed for around 70 years, in psychiatry but also in clinical routine in nausea and vomiting of pregnancy, in advanced cancer and also to treat headaches in various neurological conditions. The broad spectrum of CPZ treatment - including antipsychotic, anxiolytic, antiemetic, antiviral, immunomodulatory effects along with inhibition of clathrin-mediated endocytosis and modulation of blood-brain barrier - is in line with the historical French commercial name for CPZ, i.e. LARGACTIL, chosen as a reference to its 'LARGe ACTion' properties. The discovery of those CPZ properties, as for many other molecules in psychiatry, is both the result of serendipity and careful clinical observations. Using this approach, the field of mental illness could provide innovative therapeutic approaches to fight SARS-CoV-2.",2020,,L'Encéphale,,,,,https://doi.org/10.1016/j.encep.2020.04.010,26171,#141698,Plaze 2020,,,141698,30-04-20
SARS-CoV-2: the emergence of a viral pathogen causing havoc on human existence,"Prasad, Ashish; Prasad, Manoj",,2020,,Journal of Genetics,99,1,37-37,,10.1007/s12041-020-01205-x,26173,#141700,Prasad 2020,,,141700,30-04-20
A cutting-edge immunoinformatics approach for design of multi-epitope oral vaccine against dreadful human malaria,"Pritam, Manisha; Singh, Garima; Swaroop, Suchit; Singh, Akhilesh Kumar; Pandey, Brijesh; Singh, Satarudra Prakash","Human malaria is a pathogenic disease mainly caused by Plasmodium falciparum, which was responsible for about 405,000 deaths globally in the year 2018. To date, several vaccine candidates have been evaluated for prevention, which failed to produce optimal output at various preclinical/clinical stages. This study is based on designing of polypeptide vaccines (PVs) against human malaria that cover almost all stages of life cycle of Plasmodium and for the same 5 genome derived predicted antigenic proteins (GDPAP) have been used. For the development of a multi-immune inducer, 15 PVs were initially designed using T cell epitope ensemble which covered >99% human population as well as linear B cell epitopes with or without adjuvants. The immune simulation of PVs showed higher levels of T-cell and B-cell activities compared to positive and negative vaccine controls. Furthermore, in silico cloning of PVs and codon optimization followed by enhanced expression within Lactococcus lactis host system was also explored. Although, the study has sound theoretical and in silico findings, the in vitro/in vivo evaluation seems imperative to warrant the immunogenicity and safety of PVs towards management of P. falciparum infection in the future.",2020,,International Journal of Biological Macromolecules,,,,,https://doi.org/10.1016/j.ijbiomac.2020.04.191,26174,#141701,Pritam 2020,,,141701,30-04-20
Self-removing passive drain to facilitate postoperative care via telehealth during the COVID-19 pandemic,"Qualliotine, Jesse R.; Orosco, Ryan K.","BACKGROUND: Telehealth postoperative visits are an attractive strategy to minimize exposure, especially during the SARS-CoV-2 (COVID-19) pandemic. The use of a surgical drain often prevents this minimal-exposure approach in that patients return to the outpatient clinic for drain removal. METHODS AND RESULTS: Following unilateral neck dissection, the customary closed-suction drain was replaced with a self-removing, passive drain dressing to facilitate same-day discharge and telehealth postoperative follow-up. The patient removed the dressing and drain at home during a telehealth visit on postoperative day 4 and she healed favorably without any signs of infection or seroma. CONCLUSIONS: When thoughtfully applied in the appropriate clinical context, small practice adaptations like this can facilitate telehealth solutions that diminish unnecessary exposure for patients, their caregivers, and health care staff.",2020,,Head & neck,,,,,10.1002/hed.26203,26175,#141702,Qualliotine 2020,,,141702,30-04-20
Urticarial exanthem as early diagnostic clue for COVID-19 infection,"Quintana-Castanedo, Lucía; Feito-Rodríguez, Marta; Valero-López, Iván; Chiloeches-Fernández, Clara; Sendagorta-Cudós, Elena; Herranz-Pinto, Pedro",,2020,,JAAD Case Reports,,,,,https://doi.org/10.1016/j.jdcr.2020.04.026,26176,#141703,Quintana-Castanedo 2020,,,141703,30-04-20
The Effects of the COVID-19/SARS-CoV-2 Pandemic Outbreak on Otolaryngology Activity in Italy,"Ralli, Massimo; Greco, Antonio; de Vincentiis, Marco","The coronavirus disease 2019 (COVID-19) pandemic during the first months of 2020 is causing profound changes in worldwide health care systems, resulting in a major reduction of surgical interventions and routine non-urgent outpatient diagnostic procedures. The lockdown due to the COVID-19 pandemic in Italy, one of the most affected countries in Europe, is having severe effects on the otolaryngology medical and surgical activities. The main changes are represented by the postponement of outpatient visits and scheduled surgery, while the only guaranteed service is reserved to diagnostics and surgery for oncology and urgent patients. In these cases, given the sites of action typical of the otolaryngology practice, physicians and nurses are exposed to a high risk of contagion through virus aerosol transmission. Furthermore, as the current measures of lockdown continue, it will be difficult to perform scheduled and new diagnostic assessments, medical treatments and surgical procedures in a timely manner favoring the risk of diagnostic and therapeutic delays with severe impact on patients' health.",2020,,"Ear, nose, & throat journal",,,145561320923893-145561320923893,,10.1177/0145561320923893,26177,#141704,Ralli 2020,,,141704,30-04-20
Where have the STEMIs gone during COVID-19 lockdown?,"Rangé, Gregoire; Hakim, Radwan; Motreff, Pascal",,2020,,European Heart Journal - Quality of Care and Clinical Outcomes,,,,,10.1093/ehjqcco/qcaa034,26179,#141706,Rangé 2020,,,141706,30-04-20
"Bronchoscopy, Laryngoscopy and Esophagoscopy during the COVID-19 Pandemic","Reddy, Priyanka D.; Nguyen, Shaun A.; Deschler, Daniel","Abstract Background The United States now has the highest death toll due to COVID-19. Many otolaryngology procedures, including laryngoscopy, bronchoscopy, and esophagoscopy, place otolaryngologists at increased risk of coronavirus transmission due to close contact with respiratory droplets and aerosolization from the procedure. The aim of this paper is to provide an overview of guidelines on how to perform these procedures during the coronavirus pandemic. Methods Literature review was performed. Articles citing laryngoscopy, bronchoscopy, esophagoscopy use in regards to COVID-19 were included. Results Laryngoscopy, bronchoscopy, and esophagoscopy are all used in both emergent and elective situations. Understanding the risk stratification of cases and the varied necessity of personal protective equipment is important in protecting patients and healthcare workers. Conclusions Summary guidelines based on the literature available at this time is presented in order to decrease transmission of the virus and protect those involved. This article is protected by copyright. All rights reserved.",2020,,Head & Neck,n/a,n/a,,,10.1002/hed.26221,26180,#141707,Reddy 2020,,,141707,30-04-20
[Anosmia and COVID-19],"Reinhard, Antoine; Ikonomidis, Christos; Broome, Martin; Gorostidi, François","Anosmia associated or not with dysgeusia seems to be a frequent symptom in cases of infection with SARS-CoV-2 responsible for COVID-19. It can be the initial symptom of the disease or remain isolated in pauci-symptomatic patients. Waiting for scientific confirmation and in the context of the current pandemic, it seems essential to consider any patient with a new anosmia as being infected with SARS-CoV-2 until proven otherwise. These patients should therefore isolate themselves and remain alert to the occurrence of other symptoms suggestive of the infection and/or be tested. Topical and systemic corticosteroids and nose washes are contraindicated. The natural course of anosmia seems to be favorable in most cases.",2020,,Revue medicale suisse,16,N° 691-2,849-851,,,26181,#141708,Reinhard 2020,,,141708,30-04-20
"Adamantanes might be protective from COVID-19 in patients with neurological diseases: multiple sclerosis, parkinsonism and cognitive impairment","Rejdak, Konrad; Grieb, Paweł","Facing the outbreak of coronavirus disease 2019 (COVID-19) pandemic, there is an urgent need to find protective or curable drugs to prevent or to stop the course of the coronavirus SARS-CoV-2 infection. Recent evidence accumulates that adamantanes, widely used in different neurological diseases, could be repurposed for COVID-19. We hereby report on a questionnaire-based study performed to assess severity of COVID-19 in patients suffering from multiple sclerosis (n=10), Parkinson's disease (n=5) or cognitive impairment (n=7). In all patients infection with SARS-CoV-2 was confirmed by rtPCR of nasopharyngeal swabs. They were receiving treatment with either amantadine (n=15) or memantine (n=7) in stable registered doses. All of them had two-week quarantine since documented exposure and none of them developed clinical manifestations of infectious disease. They also did not report any significant changes in neurological status in the course of primary nervous system disease. Above results warrant further studies on protective effects of adamantanes against COVID-19 manifestation, especially in subjects suffering from neurological disease.",2020,,Multiple Sclerosis and Related Disorders,,,102163-102163,,https://doi.org/10.1016/j.msard.2020.102163,26182,#141709,Rejdak 2020,,,141709,30-04-20
[Management of gastrointestinal and hepatic diseases during the COVID-19 outbreak],"Restellini, Sophie; Buyse, Sophie; Godat, Sebastien; Goossens, Nicolas; Maillard, Michel H.","The current epidemic of SARS-CoV-2 infection poses new challenges in the management of patients with gastrointestinal or liver disease. Consultations with patients with chronic diseases should ideally be done via telemedicine and treatments administered at home if possible. The latter should be maintained in non-infected subjects to limit the risk of decompensation of their underlying disease. In the event of proven infection, immunomodulatory or biological treatments will tend to be reduced or discontinued unless the disease is in a severely active phase. Elective endoscopy should be postponed, and urgent procedures should be performed with appropriate personal protective equipment.",2020,,Revue medicale suisse,16,N° 691-2,845-848,,,26183,#141710,Restellini 2020,,,141710,30-04-20
Neurosurgery at the time of COVID-19: how this pandemic infectious disease is influencing neurosurgical activities and patient management,"Ricciardi, Luca; Trungu, Sokol; Scerrati, Alba; De Bonis, Pasquale; Miscusi, Massimo; Raco, Antonino",,2020,,Journal of neurosurgical sciences,,,,,10.23736/S0390-5616.20.04976-0,26184,#141711,Ricciardi 2020,,,141711,30-04-20
Impact of COVID-19 mitigation measures on patients with spine disease in Friuli Venezia Giulia,"Rispoli, Rossella; Giorgiutti, Fabrizia; Egidi, Leonardo; Cappelletto, Barbara",,2020,,Journal of neurosurgical sciences,,,,,10.23736/S0390-5616.20.04973-5,26185,#141712,Rispoli 2020,,,141712,30-04-20
Malaria prophylaxis approach during COVID-19 pandemic,"Rodriguez-Valero, Natalia; Vera, Isabel; Torralvo, Montse Roldan; De Alba, Teresa; Ferrer, Elisabeth; Camprubi, Daniel; Almuedo Riera, Alex; Gallego, Ruth Sotil; Muelas, Magdalena; Pinazo, Maria Jesus; Muñoz, Jose",,2020,,Travel Medicine and Infectious Disease,,,101716-101716,,https://doi.org/10.1016/j.tmaid.2020.101716,26186,#141713,Rodriguez-Valero 2020,,,141713,30-04-20
"Development of Telemedicine Infrastructure at an LGBTQ+ Clinic to Support HIV Prevention and Care in Response to COVID-19, Providence, RI","Rogers, Brooke G.; Coats, Cassie Sutten; Adams, Emily; Murphy, Matthew; Stewart, Cynthia; Arnold, Trisha; Chan, Philip A.; Nunn, Amy",,2020,,AIDS and Behavior,,,01-May,,10.1007/s10461-020-02895-1,26187,#141714,Rogers 2020,,,141714,30-04-20
[Drugs that aggravate the course of COVID-19 : really ?],"Rothuizen, Laura E.; Livio, Françoise; Buclin, Thierry","The safety of NSAIDs, corticosteroids and renin-angiotensin inhibitors in COVID-19 is challenged. NSAIDs may interfere with the defense process against viral infection and are best avoided. Systemic corticosteroids have not shown benefit in viral infection, including other coronavirus; thus they should be avoided, unless prescribed for another indication. The benefit-risk ratio is however clearly in favor of continuing inhaled corticosteroids in patients with asthma or COPD. ACE inhibitors and sartans upregulate the expression of angiotensin-converting enzyme 2 (ACE2), the pulmonary receptor for SARS-CoV-2. Any possible clinical impact of these treatments on COVID-19 infection remains to be clarified; in the meantime, they should be continued.",2020,,Revue medicale suisse,16,N° 691-2,852-854,,,26188,#141715,Rothuizen 2020,,,141715,30-04-20
"Estimation of the Excess COVID-19 Cases in Seoul, South Korea by the Students Arriving from China","Ryu, Sukhyun; Ali, Sheikh Taslim; Lim, Jun-Sik; Chun, Byung Chul","Background: In March 2020, overall, 37,000 international students from China, a country at risk of the 2019-novel coronavirus (COVID-19) infection has arrived in Seoul, South Korea. Individuals from the country at risk of COVID-19 infection have been included in the Korean home-quarantine program, but the efficacy of the program is uncertain. Methods: To estimate the possible number of infected individuals within the large influx of international students from China, we used a deterministic compartmental model for epidemic and performed a simulation-based search of different rates of compliance with home-quarantine. Results: Under the home-quarantine program, the number of the infected individuals would reach 40–72 from 12 March–24 March with the arrival of 0.2% of pre-infectious individuals. Furthermore, the number of isolated individuals would peak at 40–64 from 13 March–27 March in Seoul, South Korea. Our findings indicated when incoming international students showed strict compliance with quarantine, epidemics by the international student from China were less likely to occur in Seoul, South Korea. Conclusions: To mitigate possible epidemics, additional efforts to improve the compliance of home-quarantine of the individuals from countries with the virus risk are warranted along with other containment policies.",2020,,International Journal of Environmental Research and Public Health,17,9,3113-3113,,10.3390/ijerph17093113,26189,#141716,Ryu 2020,,,141716,30-04-20
Recommendations for the organization of electrophysiology and cardiac pacing services during the COVID-19 pandemic,"Saenz, Luis C.; Miranda, Antonio; Speranza, Ricardo; Texeira, Ricardo Alkmim; Rojel, Ulises; Enriquez, Andres; Figuereido, Marcio","COVID-19 is a rapidly evolving public health emergency that has largely impacted the provision of healthcare services around the world. The challenge for electrophysiology teams is double; on one side preventing disease spread by limiting all nonessential face-to-face interactions, but at the same time ensuring continued care for patients who need it. These guidelines contain recommendations regarding triaging in order to define what procedures, device checks and clinic visits can be postponed during the pandemic. We also discuss best practices to protect patients and healthcare workers and provide guidance for the management of COVID-19 patients with arrhythmic conditions.",2020,,Journal of Interventional Cardiac Electrophysiology,,,01-Jul,,10.1007/s10840-020-00747-5,26190,#141717,Saenz 2020,,,141717,30-04-20
"The Effect of Chloroquine, Hydroxychloroquine and Azithromycin on the Corrected QT Interval in Patients with SARS-CoV-2 Infection","Saleh, Moussa; Gabriels, James; Chang, David; Kim, Beom Soo; Mansoor, Amtul; Mahmood, Eitezaz; Makker, Parth; Ismail, Haisam; Goldner, Bruce; Willner, Jonathan; Beldner, Stuart; Mitra, Raman; John, Roy; Chinitz, Jason; Skipitaris, Nicholas; Mountantonakis, Stavros; Epstein, Laurence M.","Background - The novel SARs-CoV-2 coronavirus is responsible for the global COVID-19 pandemic. Small studies have shown a potential benefit of chloroquine/hydroxychloroquine ± azithromycin for the treatment of COVID-19. Use of these medications alone, or in combination, can lead to a prolongation of the QT interval, possibly increasing the risk of Torsade de pointes (TdP) and sudden cardiac death. Methods - Hospitalized patients treated with chloroquine/hydroxychloroquine ± azithromycin from March 1st through the 23rd at three hospitals within the Northwell Health system were included in this prospective, observational study. Serial assessments of the QT interval were performed. The primary outcome was QT prolongation resulting in TdP. Secondary outcomes included QT prolongation, the need to prematurely discontinue any of the medications due to QT prolongation and arrhythmogenic death. Results - Two hundred one patients were treated for COVID-19 with chloroquine/hydroxychloroquine. Ten patients (5.0%) received chloroquine, 191 (95.0%) received hydroxychloroquine and 119 (59.2%) also received azithromycin. The primary outcome of TdP was not observed in the entire population. Baseline QTc intervals did not differ between patients treated with chloroquine/hydroxychloroquine (monotherapy group) vs. those treated with combination group (chloroquine/hydroxychloroquine and azithromycin) (440.6 ± 24.9 ms vs. 439.9 ± 24.7 ms, p =0.834). The maximum QTc during treatment was significantly longer in the combination group vs the monotherapy group (470.4 ± 45.0 ms vs. 453.3 ± 37.0 ms, p = 0.004). Seven patients (3.5%) required discontinuation of these medications due to QTc prolongation. No arrhythmogenic deaths were reported. Conclusions - In the largest reported cohort of COVID-19 patients to date treated with chloroquine/hydroxychloroquine {plus minus} azithromycin, no instances of TdP or arrhythmogenic death were reported. Although use of these medications resulted in QT prolongation, clinicians seldomly needed to discontinue therapy. Further study of the need for QT interval monitoring is needed before final recommendations can be made.",2020,,Circulation. Arrhythmia and electrophysiology,,,,,10.1161/CIRCEP.120.008662,26192,#141719,Saleh 2020,,,141719,30-04-20
