Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,Crawford,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.967,2.033,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.053571,0.064516,0 out of 10,0 out of 9,0 out of 10
230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,Kent,0.784,0.000,1.164,0.000,10 out of 10,9 out of 9,10 out of 10,0.828,0.000,0.721,0.642,3 out of 10,1 out of 9,3 out of 10,0 out of 10,0.781,0.000,1.118,1.596,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,2.424,3.181,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.978,1.294,0 out of 10,3 out of 9,3 out of 10,0.852,0.091,0.607,0.613,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.007634,0.000000,10 out of 10,9 out of 9,10 out of 10
230066,MERCY HEALTH MUSKEGON,1700 CLINTON STREET,MUSKEGON,MI,49442,Muskegon,0.784,0.000,1.547,0.542,3 out of 10,6 out of 9,6 out of 10,0.828,0.000,0.849,0.865,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.189,0.712,1 out of 10,0 out of 9,1 out of 10,0.722,0.000,1.429,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.296,0.277,6 out of 10,0 out of 9,6 out of 10,0.852,0.091,0.756,0.411,6 out of 10,5 out of 9,6 out of 10,0.000000,0.000000,0.025641,0.027027,0 out of 10,0 out of 9,0 out of 10
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,Livingston,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.013,1.007,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230070,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,MI,48602,Saginaw,0.784,0.000,0.432,0.131,8 out of 10,6 out of 9,8 out of 10,0.828,0.000,0.373,0.182,8 out of 10,5 out of 9,8 out of 10,10 out of 10,0.781,0.000,0.887,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,1.157,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.599,0.163,8 out of 10,7 out of 9,8 out of 10,0.852,0.091,0.748,0.663,3 out of 10,1 out of 9,3 out of 10,0.000000,0.000000,0.002410,0.008380,0 out of 10,0 out of 9,0 out of 10
230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,MI,49423,Ottawa,0.784,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.828,0.000,1.905,0.692,2 out of 10,6 out of 9,6 out of 10,10 out of 10,0.781,0.000,1.260,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,0.731,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.541,0.687,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,Calhoun,0.784,0.000,0.522,0.274,6 out of 10,4 out of 9,6 out of 10,0.828,0.000,0.563,0.515,4 out of 10,0 out of 9,4 out of 10,0 out of 10,0.781,0.000,0.881,1.115,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.728,0.820,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.814,1.308,0 out of 10,2 out of 9,2 out of 10,0.852,0.091,1.285,0.905,0 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230077,ASCENSION ST MARY'S HOSPITAL,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,Saginaw,0.784,0.000,0.106,0.322,6 out of 10,0 out of 9,6 out of 10,0.828,0.000,0.657,0.473,4 out of 10,2 out of 9,4 out of 10,10 out of 10,0.781,0.000,0.328,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.392,3.822,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.802,0.530,4 out of 10,3 out of 9,4 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,Isabella,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.675,0.693,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,CADILLAC,MI,49601,Wexford,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,0.781,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.678,0.560,4 out of 10,2 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230085,BRONSON SOUTH HAVEN HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,Van Buren,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,Wayne,0.784,0.000,0.242,0.662,2 out of 10,0 out of 9,2 out of 10,0.828,0.000,0.388,0.517,4 out of 10,0 out of 9,4 out of 10,8 out of 10,0.781,0.000,1.361,0.294,6 out of 10,7 out of 9,7 out of 10,0.722,0.000,0.864,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.762,0.646,2 out of 10,1 out of 9,2 out of 10,0.852,0.091,0.617,0.612,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230092,HENRY FORD ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201,Jackson,0.784,0.000,0.537,0.142,8 out of 10,7 out of 9,8 out of 10,0.828,0.000,0.712,0.454,5 out of 10,3 out of 9,5 out of 10,2 out of 10,0.781,0.000,0.532,0.872,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,0.340,1.099,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.472,0.357,6 out of 10,3 out of 9,6 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,Mecosta,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.695,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230095,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,MI,48661,Ogemaw,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.460,5 out of 10,0 out of 9,5 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230096,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,49091,Saint Joseph,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.857,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,Grand Traverse,0.784,0.000,0.738,0.324,6 out of 10,5 out of 9,6 out of 10,0.828,0.000,1.259,1.268,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,1.026,1.195,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.680,1.447,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.399,0.722,2 out of 10,0 out of 9,2 out of 10,0.852,0.091,1.058,0.269,7 out of 10,8 out of 9,8 out of 10,0.000000,0.000000,0.000000,0.034483,0 out of 10,0 out of 9,0 out of 10
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,MI,48162,Monroe,0.784,0.000,0.532,0.000,10 out of 10,9 out of 9,10 out of 10,0.828,0.000,0.843,0.342,6 out of 10,5 out of 9,6 out of 10,6 out of 10,0.781,0.000,2.120,0.716,1 out of 10,6 out of 9,6 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,0.840,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.387,1.130,0 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,0.017857,0.015385,0 out of 10,1 out of 9,1 out of 10
230100,ASCENSION ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,MI,48764,Iosco,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,Wayne,0.784,0.000,0.836,1.349,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.245,0.177,8 out of 10,2 out of 9,8 out of 10,0 out of 10,0.781,0.000,0.969,1.333,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,1.090,5.614,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.906,2.233,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.685,0.646,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.052083,0.000000,10 out of 10,9 out of 9,10 out of 10
230105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,Emmet,0.784,0.000,0.436,0.216,7 out of 10,5 out of 9,7 out of 10,0.828,0.000,0.737,0.559,3 out of 10,2 out of 9,3 out of 10,10 out of 10,0.781,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.518,1.085,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.929,0.345,6 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.018182,0.000000,10 out of 10,9 out of 9,10 out of 10
230108,UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,HANCOCK,MI,49930,Houghton,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.494,1.647,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,ONE N ATKINSON DRIVE,LUDINGTON,MI,49431,Mason,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.015,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.103448,0.000000,10 out of 10,9 out of 9,10 out of 10
230117,ASCENSION BORGESS HOSPITAL,1521 GULL ROAD,KALAMAZOO,MI,49048,Kalamazoo,0.784,0.000,0.901,0.453,4 out of 10,4 out of 9,4 out of 10,0.828,0.000,0.744,0.561,3 out of 10,2 out of 9,3 out of 10,0 out of 10,0.781,0.000,0.633,1.046,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.492,0.193,7 out of 10,6 out of 9,7 out of 10,0.852,0.091,0.397,0.508,5 out of 10,0 out of 9,5 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230118,MCLAREN THUMB REGION,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,Huron,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.677,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,Shiawassee,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.571,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.853,1.098,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.066667,0.000000,10 out of 10,9 out of 9,10 out of 10
230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,Oakland,0.784,0.000,1.364,0.953,0 out of 10,3 out of 9,3 out of 10,0.828,0.000,1.478,0.889,0 out of 10,3 out of 9,3 out of 10,1 out of 10,0.781,0.000,1.561,1.773,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.938,0.535,3 out of 10,4 out of 9,4 out of 10,0.815,0.000,0.969,0.803,1 out of 10,1 out of 9,1 out of 10,0.852,0.091,0.895,0.763,2 out of 10,1 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,Genesee,0.784,0.000,0.734,0.601,3 out of 10,1 out of 9,3 out of 10,0.828,0.000,0.755,0.747,1 out of 10,0 out of 9,1 out of 10,1 out of 10,0.781,0.000,2.051,2.206,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,4.808,1.896,0 out of 10,6 out of 9,6 out of 10,0.815,0.000,1.160,0.487,4 out of 10,5 out of 9,5 out of 10,0.852,0.091,0.979,1.155,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,Otsego,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,0.781,0.000,0.638,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,0.071429,0.023810,0 out of 10,6 out of 9,6 out of 10
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,Genesee,0.784,0.000,1.471,1.138,0 out of 10,2 out of 9,2 out of 10,0.828,0.000,0.955,1.448,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.781,0.000,1.334,1.119,0 out of 10,1 out of 9,1 out of 10,0.722,0.000,0.458,2.084,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.364,1.425,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.117,0.502,5 out of 10,5 out of 9,5 out of 10,0.000000,0.000000,0.015625,0.000000,10 out of 10,9 out of 9,10 out of 10
230142,BEAUMONT HOSPITAL - WAYNE,33155 ANNAPOLIS AVE,WAYNE,MI,48184,Wayne,0.784,0.000,0.000,1.145,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.545,0.705,2 out of 10,0 out of 9,2 out of 10,2 out of 10,0.781,0.000,0.562,0.608,2 out of 10,0 out of 9,2 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.447,2.547,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.552,0.469,5 out of 10,1 out of 9,5 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,Wayne,0.784,0.000,1.111,1.441,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.512,0.792,1 out of 10,4 out of 9,4 out of 10,1 out of 10,0.781,0.000,1.087,1.840,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.552,3 out of 10,0 out of 9,3 out of 10,0.815,0.000,1.022,0.415,5 out of 10,5 out of 9,5 out of 10,0.852,0.091,1.286,0.507,5 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.013793,0.017391,0 out of 10,0 out of 9,0 out of 10
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,MI,48336,Oakland,0.784,0.000,0.859,0.828,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.543,1.134,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,0.000,1.312,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.816,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.560,1.322,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.794,0.929,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,Washtenaw,0.784,0.000,0.742,1.141,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.192,1.123,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.781,0.000,1.348,0.813,0 out of 10,3 out of 9,3 out of 10,0.722,0.000,0.000,1.275,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.016,1.023,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.947,0.838,1 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,0.016949,0.000000,10 out of 10,9 out of 9,10 out of 10
230165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS RD,DETROIT,MI,48236,Wayne,0.784,0.000,0.679,0.682,2 out of 10,0 out of 9,2 out of 10,0.828,0.000,0.694,0.551,4 out of 10,2 out of 9,4 out of 10,0 out of 10,0.781,0.000,0.736,0.853,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.574,0.934,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.955,1.029,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.798,0.731,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.040498,0.051282,0 out of 10,0 out of 9,0 out of 10
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,Ingham,0.784,0.000,0.000,0.218,7 out of 10,0 out of 9,7 out of 10,0.828,0.000,0.333,0.314,6 out of 10,0 out of 9,6 out of 10,1 out of 10,0.781,0.000,1.069,0.749,1 out of 10,2 out of 9,2 out of 10,0.722,0.000,1.311,2.123,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.746,0.763,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.413,0.399,6 out of 10,0 out of 9,6 out of 10,0.000000,0.000000,0.000000,0.032258,0 out of 10,0 out of 9,0 out of 10
230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,Ottawa,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.816,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.033333,0.000000,10 out of 10,9 out of 9,10 out of 10
230176,BEAUMONT HOSPITAL - TRENTON,5450 FORT STREET,TRENTON,MI,48183,Wayne,0.784,0.000,1.318,0.431,5 out of 10,6 out of 9,6 out of 10,0.828,0.000,0.390,0.455,5 out of 10,0 out of 9,5 out of 10,0 out of 10,0.781,0.000,1.044,2.540,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.438,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.970,0.783,1 out of 10,2 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,Clare,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,MI,48446,Lapeer,0.784,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.828,0.000,1.762,1.555,0 out of 10,1 out of 9,1 out of 10,0 out of 10,0.781,0.000,0.750,1.518,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.665,1.058,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.638,0.337,7 out of 10,8 out of 9,8 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230195,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,Macomb,0.784,0.000,0.671,1.061,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.734,1.308,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.581,0.587,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.334,1.101,0 out of 10,1 out of 9,1 out of 10,0.852,0.091,1.504,0.582,4 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.009615,0.010753,0 out of 10,0 out of 9,0 out of 10
230197,ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,Genesee,0.784,0.000,1.086,0.300,6 out of 10,7 out of 9,7 out of 10,0.828,0.000,0.969,1.481,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.537,0.552,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,0.000,0.410,4 out of 10,0 out of 9,4 out of 10,0.815,0.000,0.503,0.776,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.819,1.356,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.014184,0.008850,0 out of 10,3 out of 9,3 out of 10
