"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-1 Measure Rate","ASC-1 Footnote","ASC-2 Measure Rate","ASC-2 Footnote","ASC-3 Measure Rate","ASC-3 Footnote","ASC-4 Measure Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-10 Rate","ASC-10 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote"
THE OUTPATIENT CENTER OF DELRAY,10C0001576,1538461348,DELRAY BEACH,FL,33445,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,1,N/A,5,6043,No Different than the National Rate,11.8,9.9,14.2,
WINDWARD SURGERY CENTER,11C0001343,1538495742,ALPHARETTA,GA,30005,2018,35.294,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KAISER PERMANENTE,06C0001145,1538507942,DENVER,CO,80247,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAKERSFIELD SPECIALISTS SURGICAL CENTER LLC,05C0002103,1538549852,BAKERSFIELD,CA,93306,2018,N/A,5,N/A,5,N/A,5,N/A,5,71.05,,87.58,,100,,100,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CUTTING EDGE SURGERY CENTER LLC,05C0002116,1538569207,TORRANCE,CA,90505,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF NORTH DALLAS,45C0001563,1538579313,CARROLLTON,TX,75006,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.3,,N/A,N/A,N/A,N/A,N/A,5
HEART OF AMERICA SURGERY CENTER LLC,17C0001046,1538592092,KANSAS CITY,KS,66112,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0,,0.29,,N/A,N/A,N/A,N/A,N/A,5
DELAWARE VALLEY NEPHROLOGY AND HYPERTENSION ASSOC PC DBA VASCULAR ACCESS CENTER OF DELAWARE VALLEY,39C0001338,1538607544,ELKINS PARK,PA,19027,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
JACKSONVILLE ENDOSCOPY CENTERS LLC DBA JACKSONVILLE CENTER FOR ENDOSCOPY SOUTHSIDE,10C0001389,1538609011,JACKSONVILLE,FL,32256,2018,0,,0,,0,,0,,34.92,,100,,N/A,5,N/A,5,N/A,5,274,No Different than the National Rate,11.8,8.5,16.2,
EVERGREEN SURGERY CENTER LLC,05C0002183,1538618368,SAN JOSE,CA,95122,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FOLSOM ENDOSCOPY CENTER LLC DBA FOLSOM SIERRA ENDOSCOPY CENTER,05C0001548,1538664339,FOLSOM,CA,95630,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,268,No Different than the National Rate,11.2,8.1,15.3,
THE ORTHOPEDIC SURGERY CENTER OF ARIZONA,03C0001299,1548203888,PHOENIX,AZ,85024,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.18,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHERN CRESCENT ENDOSCOPY SUITE LLC,11C0001158,1548206493,ATLANTA,GA,30342,2018,0,,0,,0,,0,,29.42,,4.37,,N/A,5,N/A,5,N/A,5,3267,No Different than the National Rate,12.1,9.6,15.2,
DARTMOUTH HITCHCOCK CLINIC,30C0001031,1548210198,NASHUA,NH,3063,2018,0,,0,,0,,0,,92.86,,95.21,,N/A,5,100,,N/A,5,1934,No Different than the National Rate,11.5,8.8,14.9,
PACIFIC CATARACT AND LASER INSTITUTE INC,02C0001004,1548213077,ANCHORAGE,AK,99501,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,1.05,,N/A,N/A,N/A,N/A,N/A,5
UPPER CUMBERLAND PHYSICIANS SURGERY CENTER LLC,44C0001137,1548216914,COOKEVILLE,TN,38501,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,N/A,5,1290,No Different than the National Rate,10,7.4,13.5,
GULFSHORE ENDOSCOPY INC,10C0001255,1548217128,NAPLES,FL,34102,2018,0,,0,,0,,0,,96.02,,43.09,,N/A,5,N/A,5,N/A,5,3153,No Different than the National Rate,12.4,9.9,15.5,
MINNESOTA ORTHOPAEDIC SURGERY CENTER LLC,24C0001030,1548219397,FRIDLEY,MN,55432,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COLUMBIA SURGICARE OF AUGUSTA LTD,11C0001009,1548223068,AUGUSTA,GA,30904,2018,0,,0,,0,,0.758,,74.6,,82.54,,N/A,5,0,,0.32,,1570,No Different than the National Rate,11.7,8.9,15.3,
SPARTAN HEALTH SURGICENTER LLC,39C0001192,1548223654,MONONGAHELA,PA,15063,2018,0,,0,,0,,0,,56.09,,100,,100,,100,,11.15,,186,No Different than the National Rate,11.9,8.5,16.5,
ARTHROSCOPIC AND LASER SURGERY CENTER OF SAN DIEGO LP,05C0001400,1548226442,SAN DIEGO,CA,92123,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.36,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
METAIRIE OPHTHALMOLOGY ASC LLC,19C0001053,1548233794,METAIRIE,LA,70002,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.95,,N/A,N/A,N/A,N/A,N/A,5
THE SCRANTON PA ENDOSCOPY ASC LP,39C0001092,1548235963,SCRANTON,PA,18509,2018,0,,0,,0,,0.832,,100,,100,,N/A,5,N/A,5,N/A,5,4169,No Different than the National Rate,10.7,8.6,13.5,
BAYLOR SURGICARE PARTNERS LTD,45C0001257,1548238140,DENTON,TX,76205,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,0.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
GASTROENTEROLOGY ASSOCIATES LLC,50C0001190,1548241623,OLYMPIA,WA,98506,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,4175,No Different than the National Rate,10.5,8.4,13.2,
ENDOSCOPY CENTER OF SANTA FE LP,32C0001009,1548249675,SANTA FE,NM,87505,2018,0,,0,,0,,0.415,,100,,100,,N/A,5,N/A,5,N/A,5,3956,No Different than the National Rate,10.4,8.4,13.1,
ASHEVILLE GASTROENTEROLOGY ASSOCIATES PA,34C0001034,1548250335,ASHEVILLE,NC,28801,2018,0.886,,0,,0,,0.886,,86.68,,81.8,,N/A,5,N/A,5,N/A,5,7313,No Different than the National Rate,11.2,9.4,13.4,
LIVE OAK ENDOSCOPY CENTER LLC,10C0001380,1548254402,VERO BEACH,FL,32960,2018,0,,0,,0,,0,,74.47,,100,,N/A,5,N/A,5,N/A,5,2747,No Different than the National Rate,11.2,8.9,14.2,
N W EYE SURGEONS P C,50C0001159,1548260490,SEQUIM,WA,98382,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5
AZAR EYE SURGERY CENTER LLC,21C0001355,1548263619,SALISBURY,MD,21804,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.21,,N/A,N/A,N/A,N/A,N/A,5
EYE INSTITUTE SURGERY CENTER LLC,10C0001441,1548274061,MELBOURNE,FL,32904,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
THE ENDOSCOPY CENTER,22C0001072,1548274475,WORCESTER,MA,1605,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1989,No Different than the National Rate,11.2,8.5,14.6,
SHORT HILLS SURGERY CENTER LLC,31C0001185,1548280209,MILLBURN,NJ,7041,2018,0,,0,,0,,8.38,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENT SURGERY CENTER OF AUGUSTA LLC,11C0001253,1548296296,EVANS,GA,30809,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HILLSIDE DIAGNOSTIC AND TREATMENT CENTER LLC,33C0001058,1548343817,HOLLIS,NY,11423,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ENDOSCOPY CENTER OF LAKE NORMAN LLC,34C0001140,1548343833,HUNTERSVILLE,NC,28078,2018,0,,0,,0,,0,,79.65,,89.74,,N/A,5,N/A,5,N/A,5,1778,No Different than the National Rate,9.8,7.4,13.3,
SURGERY CENTER OF BRANSON LLC,26C0001120,1548359037,BRANSON,MO,65616,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.47,,N/A,N/A,N/A,N/A,N/A,5
DALLAS SURGI CENTER INC,45C0001082,1548374267,DALLAS,TX,75231,2018,0.994,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST LOUIS EYE SURGERY AND LASER CTR,26C0001125,1548399561,ST LOUIS,MO,63131,2018,0.149,,0,,0,,0,,N/A,5,N/A,5,N/A,5,87.27,,0.44,,N/A,N/A,N/A,N/A,N/A,5
COMMUNITY DIGESTIVE CENTER,15C0001140,1548400070,ANDERSON,IN,46011,2018,0,,0,,0,,0.803,,98.99,,98.98,,N/A,5,N/A,5,N/A,5,1654,No Different than the National Rate,12.6,9.8,16,
STOCKDALE SURGERY CENTER LLC,05C0001940,1548403744,BAKERSFIELD,CA,93311,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GALLOWAY SURGERY CENTER,10C0001555,1548414816,MIAMI,FL,33173,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,343,No Different than the National Rate,12.3,8.9,16.9,
COMPREHENSIVE PAIN MANAGEMENT LLC DBA COMPREHENSIVE PAIN MANAGEMENT PLLC,25C0001074,1548418320,TUPELO,MS,38801,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ESSENTIA HEALTH WAHPETON ASC,35C0001007,1548446669,WAHPETON,ND,58075,2018,0,,0,,0,,0,,100,,96.55,,N/A,5,100,,N/A,5,176,No Different than the National Rate,12.6,9.1,17.5,
WILMINGTON HEALTH PLLC,34C0001029,1548456478,WILMINGTON,NC,28401,2018,0,,0,,0,,0,,100,,83.07,,N/A,5,N/A,5,N/A,5,2166,No Different than the National Rate,12.5,9.6,16.3,
PAVILION SPINE SURGERY CENTER LLC,11C0001314,1548459860,ATLANTA,GA,30327,2018,5.319,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PAIN CENTERS OF WISCONSIN APPLETON LLC,52C0001106,1548502008,APPLETON,WI,54915,2018,0,,0,,0,,2.915,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
STEVENSON SURGERY CENTER,05C0001984,1548551377,FREMONT,CA,94538,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
REX SURGERY CENTER OF CARY LLC,34C0001174,1548560600,CARY,NC,27511,2018,0,,0,,0,,0,,55.56,,25,,N/A,5,100,,N/A,1,32,No Different than the National Rate,12.1,8.6,16.6,
CAREPLEX ORTHOPAEDIC AMBULATORY SURGERY CENTER LLC,49C0001057,1548582463,HAMPTON,VA,23666,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MID PENINSULA ENDOSCOPY,05C0001370,1548583651,BURLINGAME,CA,94010,2018,0,,0,,0,,0,,91.24,,68.67,,N/A,5,N/A,5,N/A,5,3060,No Different than the National Rate,10.4,8.1,13.3,
NASA SURGERY CENTER LLC,11C0001364,1548585326,SANDY SPRINGS,GA,30342,2018,35.398,,35.398,,35.398,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KINETIX SURGERY CENTER INC,05C0002041,1548609472,SHERMAN OAKS,CA,91411,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SEBASTIAN RIVER SURGERY CENTER DBA VERO BEACH FLORIDA ASC LLC,10C0001353,1548613755,VERO BEACH,FL,32960,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KALISPELL REGIONAL MEDICAL CENTER INC DBA POLSON HEALTH OUTPATIENT CENTER,27C0001026,1548626872,POLSON,MT,59860,2018,0,,0,,0,,0,,N/A,1,100,,N/A,5,94.44,,0,,69,No Different than the National Rate,12.3,8.8,17.1,
CHESTERTON SURGERY CENTER LLC,15C0001153,1548629181,CHESTERTON,IN,46304,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MISSISSIPPI UROLOGY OUTPATIENT SURGERY CENTER LLC,25C0001088,1548655053,JACKSON,MS,39202,2018,0.546,,0.546,,0,,1.639,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAS SURGERY CENTER LLC,05C0002076,1548674138,TORRANCE,CA,90505,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GLSD MEDICAL LLC,52C0001112,1548679046,FRANKLIN,WI,53132,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LINCOLN DIGESTIVE HEALTH CENTER LLC,28C0001061,1548710775,LINCOLN,NE,68502,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,314,No Different than the National Rate,12.6,9.1,17,
ARKANSAS OUTPATIENT SURGERY CENTER,04C0001090,1548712227,NORTH LITTLE ROCK,AR,72117,2018,0,,1.894,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH ATLANTIC SURGICAL SUITES LLC,30C0001042,1548784556,SALEM,NH,3079,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NEPHROLOGY AND INTERNAL MEDICINE INC DBA INDIANA KIDNEY INSTITUTE,15C0001205,1548785116,INDIANAPOLIS,IN,46202,2018,0,,0,,0,,10.753,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001057,1558305086,PHOENIX,AZ,85254,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
MINNESOTA VALLEY SURGERY CENTER LLC,24C0001056,1558313544,BURNSVILLE,MN,55337,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.15,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICARE OF JACKSON LTD,25C0001000,1558327213,JACKSON,MS,39216,2018,0,,0,,0,,0.924,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
DANBURY SURGICAL CENTER LP,07C0001002,1558327338,DANBURY,CT,6810,2018,0,,0,,0,,0.488,,39.2,,69.91,,N/A,5,100,,0.51,,1213,No Different than the National Rate,11.8,9.1,15.3,
NEWPORT BEACH ORANGE COAST ENDOSCOPY,05C0001309,1558328096,NEWPORT BEACH,CA,92663,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,3099,No Different than the National Rate,10.7,8.6,13.5,
THE SURGERY CENTER AT BENBROOK DBA BUTLER AMBULATORY SURGERY CENTER LLC,39C0001210,1558328518,BUTLER,PA,16001,2018,0,,0,,0,,0,,89.81,,85.04,,N/A,5,100,,0.13,,851,No Different than the National Rate,13.5,10.1,18.4,
MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,45C0001406,1558331801,THE WOODLANDS,TX,77380,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,N/A,5,426,No Different than the National Rate,13.3,9.7,18,
KEARNEY AMBULATORY SURGICAL CENTER LLC DBA HEARTLAND SURGERY CENTER,28C0001028,1558337790,KEARNEY,NE,68845,2018,0,,0,,0,,3.182,,99.47,,100,,N/A,5,100,,0,,575,No Different than the National Rate,13.2,9.8,18,
PREMIER SURGERY CENTER,05C0001610,1558339424,CONCORD,CA,94520,2018,0,,0,,0,,0,,100,,97.41,,100,,98.3,,0,,1350,No Different than the National Rate,11.2,8.5,14.8,
SOUTH JERSEY SURGICENTER INC,31C0001073,1558341032,VINELAND,NJ,8360,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
ALGONQUIN ROAD SURGERY CENTER LLC,14C0001096,1558344846,LAKE IN THE HILLS,IL,60156,2018,0,,0,,0,,0,,59.6,,N/A,1,N/A,5,100,,0.76,,187,No Different than the National Rate,12.2,8.8,17,
SURGERY ALLIANCE LTD,36C0001062,1558345033,ALLIANCE,OH,44601,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.92,,N/A,N/A,N/A,N/A,N/A,5
SUSQUEHANNA VALLEY SURGERY CENTER,39C0001086,1558363549,HARRISBURG,PA,17109,2018,1.193,,0,,0,,0,,70.83,,86.36,,N/A,5,98.96,,1.33,,111,No Different than the National Rate,11.8,8.4,16.3,
HOLIDAY SURGERY CENTER,10C0001084,1558372029,HOLIDAY,FL,34691,2018,0,,0,,0,,0,,N/A,5,N/A,5,94.57,,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
BAPTIST PHYSICIANS SURGERY CENTER,18C0001036,1558390781,LEXINGTON,KY,40503,2018,0,,0,,0,,0.635,,81.25,,98.96,,N/A,5,100,,1.04,,2086,No Different than the National Rate,12,9.3,15.4,
SAN GABRIEL VALLEY SURGICAL CENTER LP,05C0001006,1558401299,WEST COVINA,CA,91790,2018,0,,0,,0,,0,,91.07,,100,,0,,0,,0.4,,136,No Different than the National Rate,13.2,9.5,18.4,
CATARACT LASER CENTERCENTRAL LLC,22C0001029,1558436105,GARDNER,MA,1440,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.25,,N/A,N/A,N/A,N/A,N/A,5
LIPPY SURGERY CENTER LLC,36C0001232,1558451583,WARREN,OH,44484,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,91.18,,1.23,,N/A,N/A,N/A,N/A,N/A,5
PORTLAND ENDOSCOPY CENTER,20C0001003,1558456459,PORTLAND,ME,4102,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,3388,No Different than the National Rate,12.1,9.6,15.1,
SURGICAL SPECIALTY ASSOCIATES LLC,19C0001077,1558475210,MARRERO,LA,70072,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MIDWEST DIGESTIVE HEALTH CENTER LLC,26C0001066,1558487009,LEES SUMMIT,MO,64064,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1313,No Different than the National Rate,11,8.3,14.6,
SONORA EYE SURGERY CTR,55C0001077,1558497263,SONORA,CA,95370,2018,1.942,23,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.08,,N/A,N/A,N/A,N/A,N/A,5
ST FRANCIS MOORESVILLE SURGERY CENTER LLC,15C0001168,1558501916,MOORESVILLE,IN,46158,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,N/A,5,265,No Different than the National Rate,13.7,10,18.8,
WEST BANK SURGERY CENTER LLC,19C0001121,1558504050,HARVEY,LA,70058,2018,0,,0,,0,,2.188,,N/A,5,N/A,5,N/A,5,99.75,,0,,N/A,N/A,N/A,N/A,N/A,5
ADVANCED EYE MEDICAL GROUP A PROFESSIONAL CORPORATION,55C0001020,1558511881,MISSION VIEJO,CA,92691,2018,0,,0,,0,,0,,N/A,5,N/A,5,100,,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
BAKERSFIELD SURGERY CENTER LLC,55C0001013,1558514158,BAKERSFIELD,CA,93301,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAINT FRANCIS GI ENDOSCOPY LLC,07C0001050,1558524298,WINDSOR,CT,6095,2018,0,,0,,0,,0,,85.73,,82.89,,N/A,5,N/A,5,N/A,5,1736,No Different than the National Rate,11.1,8.4,14.5,
ENDOSCOPY CENTER OF THE ROCKIES LLC,06C0001089,1558526293,BOULDER,CO,80301,2018,0,,0,,0,,0,,92.41,,10.64,,N/A,5,N/A,5,N/A,5,1659,No Different than the National Rate,13.4,10.3,17.4,
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001192,1558538231,SILVERDALE,WA,98383,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.29,,N/A,N/A,N/A,N/A,N/A,5
GASTROINTESTINAL ASSOCIATES ENDOSCOPY CENTER LLC,25C0001070,1558553859,MADISON,MS,39110,2018,0,,0,,0,,0,,94.51,,71.85,,N/A,5,N/A,5,N/A,5,5264,No Different than the National Rate,12.8,10.6,15.6,
INTERNATIONAL CENTER FOR FOOT AND ANKLE SURGERY,11C0001057,1558562579,JONESBORO,GA,30236,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF ATLANTIS LLC,10C0001431,1558564344,LAKE WORTH,FL,33463,2018,0,,0,,0,,0.714,,96.88,,96.88,,N/A,5,N/A,5,N/A,5,2552,No Different than the National Rate,11.1,8.8,14,
BLUE SPRING SURGERY CENTER,10C0001509,1558580910,ORANGE CITY,FL,32763,2018,0,,0,,0,,0,,N/A,1,N/A,1,N/A,5,N/A,5,0.12,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NEW HORIZON SURGICAL CENTER LLC,31C0001268,1558596296,PATERSON,NJ,7514,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BOX HILL SURGERY CENTER LLC,21C0001557,1558611038,HAVRE DE GRACE,MD,21078,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
QUEENS BLVD ASC LLC,33C0001131,1558612762,REGO PARK,NY,11374,2018,0,,0,,0,,0,,0,,47.61,,N/A,5,N/A,5,N/A,5,505,No Different than the National Rate,12.9,9.6,17.4,
TAVARES SURGERY LLC,10C0001575,1558618116,TAVARES,FL,32778,2018,0,,0,,0,,0,,21.03,,26.41,,N/A,5,N/A,5,N/A,5,2923,No Different than the National Rate,11.2,8.8,14.1,
STELLAR SURGICAL SPECIALTIES INC,05C0001934,1558625731,RANCHO MIRAGE,CA,92270,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CARMEL SPECIALTY SURGERY CENTER LLC,15C0001182,1558627406,CARMEL,IN,46032,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ATHENS ENDOSCOPY LLC,11C0001366,1558662858,ATHENS,GA,30601,2018,0,,0,,0,,2.681,,83.23,,35.52,,N/A,5,N/A,5,N/A,5,416,No Different than the National Rate,12.5,9.1,17.2,
CALIFORNIA COLON AND RECTAL CANCER SCREENING CENTER LLC,05C0001958,1558672626,FRESNO,CA,93720,2018,0,,0,,0,,0,,38.27,,74.76,,N/A,5,N/A,5,N/A,5,296,No Different than the National Rate,13,9.3,17.8,
YAKIMA GASTROENTEROLOGY AND ASSOC,50C0001099,1558683334,YAKIMA,WA,98902,2018,0,,0,,0,,0,,82.86,,95,,N/A,5,N/A,5,N/A,5,3506,No Different than the National Rate,14.3,11.6,17.8,
DIGESTIVE HEALTH CENTER OF HUNTINGTON,33C0001069,1558720235,HUNTINGTON,NY,11743,2018,0,,0,,0,,0,,58.97,,54.38,,N/A,5,N/A,5,N/A,5,829,No Different than the National Rate,11.8,8.8,16.1,
NORTHEAST MEDICAL GROUP,07C0001034,1558748996,TRUMBULL,CT,6611,2018,0,,0,,0,,0,,93.65,,100,,N/A,5,N/A,5,N/A,5,1642,No Different than the National Rate,12.5,9.6,16.6,
PACIFIC ENDOSCOPY CENTER LLC,12C0001021,1558753095,HONOLULU,HI,96814,2018,0,,0,,0,,0,,N/A,1,92.59,,N/A,5,N/A,5,N/A,5,1174,No Different than the National Rate,11.1,8.3,14.8,
HOUSTON SURGERY CENTER,45C0001372,1558782268,HOUSTON,TX,77055,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
INDIAN LAKE SURGERY CENTER,44C0001188,1558785683,HENDERSONVILLE,TN,37075,2018,5.495,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE CARE ENDOSCOPY,11C0001443,1558787614,JOHNS CREEK,GA,30097,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,372,No Different than the National Rate,12,8.8,16.8,
PARIS SURGERY CENTER LLC,45C0001559,1558792598,PARIS,TX,75460,2018,4.996,,4.289,,3.577,,0,,N/A,5,N/A,5,N/A,5,96.6,,0.28,,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GILBERT,03C0001045,1558794081,GILBERT,AZ,85234,2018,0.583,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GILBERT,03C0001357,1558794081,GILBERT,AZ,85234,2018,0.583,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OUTPATIENT SERVICE PROVIDERS DBA TOUCHTON SURGERY CENTER,10C0001618,1558803106,JACKSONVILLE,FL,32246,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
