"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVE E,POLSON,MT,59860,LAKE,(406) 883-5377,98,2,0,99,92,7,1,96,83,16,1,94,81,17,2,93,,723,207,29,10/01/2018,09/30/2019
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,RICHLAND,(406) 488-2100,98,2,0,99,91,7,2,94,85,11,4,93,77,22,1,92,,373,119,32,10/01/2018,09/30/2019
271347,HOLY ROSARY HEALTHCARE,2600 WILSON ST,MILES CITY,MT,59301,CUSTER,(406) 233-2600,95,4,1,97,88,10,2,93,78,19,3,91,76,22,2,91,,1019,333,33,10/01/2018,09/30/2019
280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,69361,SCOTT BLUFF,(308) 635-3711,,,,,,,,,,,,,,,,,4,,,,,
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,LINCOLN,(308) 696-8000,97,3,0,98,89,9,2,94,79,16,5,91,72,26,2,90,,1704,407,29,10/01/2018,09/30/2019
280077,METHODIST FREMONT HEALTH,450 EAST 23RD ST,FREMONT,NE,68025,DODGE,(402) 721-1610,98,2,0,99,93,6,1,96,86,12,2,94,76,22,2,91,,1003,386,38,10/01/2018,09/30/2019
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,PLATTE,(402) 562-3351,98,2,0,99,91,7,2,95,84,13,3,93,72,26,2,90,,957,391,41,10/01/2018,09/30/2019
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,68701,MADISON,(402) 371-4880,96,3,1,98,87,11,2,93,78,18,4,91,74,24,2,90,,749,260,35,10/01/2018,09/30/2019
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,DOUGLAS,(402) 609-1600,98,2,0,99,93,6,1,96,93,6,1,96,91,7,2,96,,3094,1181,38,10/01/2018,09/30/2019
280133,"NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND ST, STE 20300",OMAHA,NE,68122,DOUGLAS,(402) 572-3000,98,2,0,99,92,7,1,95,91,8,1,96,93,7,0,98,,686,161,24,10/01/2018,09/30/2019
280134,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,BUFFALO,(308) 455-3600,96,4,0,98,88,10,2,93,81,16,3,93,83,16,1,94,,1565,615,41,10/01/2018,09/30/2019
281309,SYRACUSE AREA HEALTH,2731 HEALTHCARE DR,SYRACUSE,NE,68446,OTOE,(402) 269-2011,97,3,0,99,90,8,2,94,85,14,1,94,82,17,1,94,,341,150,45,10/01/2018,09/30/2019
281338,HOWARD COUNTY MEDICAL CENTER,1113 SHERMAN ST,ST PAUL,NE,68873,HOWARD,(308) 754-4421,95,5,0,98,89,10,1,94,88,9,3,94,80,19,1,93,,400,162,41,10/01/2018,09/30/2019
281345,PROVIDENCE MEDICAL CENTER,1200 PROVIDENCE RD,WAYNE,NE,68787,WAYNE,(402) 375-3800,97,3,0,99,91,8,1,95,88,11,1,95,82,18,0,94,,882,305,35,10/01/2018,09/30/2019
281361,LEXINGTON REGIONAL HEALTH CENTER,1201 NORTH ERIE ST,LEXINGTON,NE,68850,DAWSON,(308) 324-5651,98,2,0,99,95,4,1,97,90,9,1,95,81,17,2,92,,533,186,35,10/01/2018,09/30/2019
281362,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,PHELPS,(308) 995-2211,97,3,0,98,88,10,2,93,84,13,3,94,86,12,2,94,,1024,400,39,10/01/2018,09/30/2019
281363,COMMUNITY HOSPITAL,1301 EAST H ST,MCCOOK,NE,69001,RED WILLOW,(308) 344-2650,98,2,0,99,90,8,2,94,83,15,2,94,84,14,2,93,,1302,290,23,10/01/2018,09/30/2019
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,WASHOE,(775) 982-4100,95,4,1,97,86,10,4,91,82,15,3,92,82,16,2,93,,867,217,25,10/01/2018,09/30/2019
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,CARSON CITY,(775) 445-8000,,,,,,,,,,,,,,,,,4,,,,,
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,CLARK,(702) 388-4000,94,4,2,96,85,11,4,90,75,20,5,90,78,19,3,91,,980,220,22,10/01/2018,09/30/2019
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,CLARK,(702) 369-7600,91,8,1,95,82,14,4,89,73,19,8,90,70,24,6,87,,896,207,23,10/01/2018,09/30/2019
290032,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,WASHOE,(775) 331-7000,97,3,0,98,88,9,3,93,85,12,3,93,82,16,2,93,,1019,323,32,10/01/2018,09/30/2019
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,CLARK,(702) 233-7500,96,3,1,98,87,10,3,92,81,17,2,93,81,18,1,93,,927,215,23,10/01/2018,09/30/2019
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,CLARK,(702) 853-3000,97,2,1,98,88,9,3,93,81,16,3,92,80,16,4,91,,1374,327,24,10/01/2018,09/30/2019
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,WASHOE,(775) 982-7063,98,2,0,99,90,8,2,94,87,12,1,95,87,13,0,96,,595,141,24,10/01/2018,09/30/2019
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,(702) 835-9700,92,7,1,95,88,9,3,92,80,14,6,92,80,16,4,91,,1156,242,21,10/01/2018,09/30/2019
290057,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,(318) 290-4395,96,3,1,98,90,8,2,94,89,9,2,95,89,10,1,95,,4001,1057,26,10/01/2018,09/30/2019
291306,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,GARDNERVILLE,NV,89410,DOUGLAS,(775) 782-1500,97,3,0,99,92,7,1,95,89,9,2,95,89,10,1,96,,790,314,40,10/01/2018,09/30/2019
300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,MERRIMACK,(603) 225-2711,97,3,0,98,92,7,1,96,86,12,2,94,84,14,2,94,,4845,1446,30,10/01/2018,09/30/2019
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,GRAFTON,(603) 650-5000,97,3,0,98,93,6,1,96,89,9,2,95,89,9,2,96,,9527,3074,32,10/01/2018,09/30/2019
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,3246,BELKNAP,(603) 524-3211,97,2,1,98,94,5,1,97,78,18,4,92,68,28,4,88,,1381,370,27,10/01/2018,09/30/2019
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820,STRAFFORD,(603) 740-2580,98,2,0,99,94,5,1,97,88,10,2,95,89,10,1,96,,1281,386,30,10/01/2018,09/30/2019
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,HILLSBOROUGH,(603) 577-2000,97,3,0,98,92,6,2,95,87,10,3,94,87,10,3,94,,1850,442,24,10/01/2018,09/30/2019
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,3576,COOS,(603) 237-4971,98,2,0,99,90,9,1,94,79,17,4,92,77,21,2,91,,388,144,37,10/01/2018,09/30/2019
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,3584,COOS,(603) 788-4911,99,1,0,99,95,4,1,97,86,12,2,95,82,17,1,93,,807,269,36,10/01/2018,09/30/2019
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,GRAFTON,(603) 448-3121,,,,,,,,,,,,,,,,,4,,,,,
301307,"MEMORIAL HOSPITAL, THE",3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,CARROLL,(603) 356-5461,96,3,1,98,91,7,2,95,77,19,4,90,66,29,5,86,,1593,392,25,10/01/2018,09/30/2019
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,3743,SULLIVAN,(603) 542-7771,96,4,0,98,96,4,0,98,87,11,2,94,75,24,1,91,2;3,290,81,28,10/01/2018,09/30/2019
301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,3458,HILLSBOROUGH,(603) 924-7191,98,2,0,99,92,6,2,95,88,11,1,95,84,14,2,93,,1170,426,36,10/01/2018,09/30/2019
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,3570,COOS,(603) 752-2200,97,3,0,99,92,7,1,95,80,18,2,92,71,27,2,89,,1141,335,29,10/01/2018,09/30/2019
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,3894,CARROLL,(603) 569-7500,98,2,0,99,94,5,1,96,83,13,4,93,78,19,3,91,,969,346,36,10/01/2018,09/30/2019
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE - FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,MIDDLESEX,(866) 460-4776,98,2,0,99,92,6,2,95,90,9,1,96,89,10,1,96,,4944,1493,30,10/01/2018,09/30/2019
310019,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,7503,PASSAIC,(973) 754-2010,94,5,1,97,88,9,3,92,86,11,3,94,87,11,2,95,,7145,966,14,10/01/2018,09/30/2019
310022,VIRTUA WEST JERSEY HOSPITALS,100 BOWMAN DRIVE,VOORHEES,NJ,8043,CAMDEN,(856) 247-3000,97,3,0,98,95,4,1,97,88,12,0,95,86,14,0,95,,791,221,28,10/01/2018,09/30/2019
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,BURLINGTON,(609) 893-6611,94,5,1,96,86,9,5,91,84,12,4,93,90,8,2,95,,1553,219,16,10/01/2018,09/30/2019
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,8534,MERCER,(609) 303-4000,97,3,0,99,92,7,1,95,90,8,2,95,87,12,1,95,,3075,866,28,10/01/2018,09/30/2019
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,8244,ATLANTIC,(609) 653-3545,97,3,0,98,91,7,2,94,85,12,3,94,83,15,2,93,,1569,496,32,10/01/2018,09/30/2019
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,8060,BURLINGTON,(609) 267-0700,99,1,0,99,93,6,1,96,93,6,1,96,86,14,0,95,,352,103,29,10/01/2018,09/30/2019
310086,JEFFERSON STRATFORD HOSPITAL,18 EAST LAUREL ROAD,STRATFORD,NJ,8084,CAMDEN,(856) 346-7802,98,2,0,99,92,6,2,95,87,11,2,94,83,15,2,94,,1858,524,28,10/01/2018,09/30/2019
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,750 BRUNSWICK AVE,TRENTON,NJ,8638,MERCER,(609) 394-6000,95,5,0,98,89,7,4,93,80,12,8,91,75,20,5,89,3,434,69,16,10/01/2018,09/30/2019
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728,MONMOUTH,(732) 431-2000,,,,,,,,,,,,,,,,,4,,,,,
310119,THE UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,7101,ESSEX,(973) 972-5658,92,7,1,96,87,9,4,91,74,19,7,90,75,19,6,89,,4134,554,14,10/01/2018,09/30/2019
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,(505) 913-5201,96,3,1,97,88,10,2,93,79,16,5,92,76,19,5,90,,2365,625,26,10/01/2018,09/30/2019
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,SAN JUAN,(505) 609-2000,,,,,,,,,,,,,,,,,4,,,,,
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,(505) 753-1502,95,5,0,97,89,9,2,94,82,14,4,93,82,15,3,92,,1183,249,21,10/01/2018,09/30/2019
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 724-8386,94,5,1,96,87,10,3,92,80,16,4,92,79,17,4,91,,4469,1051,24,10/01/2018,09/30/2019
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,(575) 769-7155,96,2,2,97,87,11,2,93,85,12,3,93,83,16,1,93,3,471,77,16,10/01/2018,09/30/2019
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210,EDDY,(575) 748-3333,97,3,0,98,93,5,2,96,85,14,1,95,89,10,1,96,,1596,335,22,10/01/2018,09/30/2019
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,SAN JUAN,(505) 368-6001,88,10,2,93,85,11,4,91,64,24,12,87,65,30,5,86,2,790,156,20,10/01/2018,09/30/2019
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,ROOSEVELT,(575) 359-1800,98,2,0,99,95,4,1,97,86,13,1,94,83,16,1,94,,535,220,41,10/01/2018,09/30/2019
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,4801 BECKNER ROAD,SANTA FE,NM,87507,SANTA FE,(505) 923-8826,,,,,,,,,,,,,,,,,4,,,,,
321300,SIERRA VISTA HOSPITAL,800 EAST 9TH AVENUE,T OR C,NM,87901,SIERRA,(575) 894-2111,,,,,,,,,,,,,,,,,4,,,,,
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,(575) 835-1140,96,2,2,97,91,7,2,94,87,9,4,93,81,16,3,92,3,294,73,25,10/01/2018,09/30/2019
321305,NOR-LEA HOSPITAL DISTRICT,1600 NORTH MAIN AVE,LOVINGTON,NM,88260,LEA,(575) 396-6611,98,2,0,99,92,6,2,95,89,10,1,96,89,10,1,96,,1510,348,23,10/01/2018,09/30/2019
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345,LINCOLN,(575) 257-8200,96,4,0,98,90,8,2,94,82,15,3,92,80,19,1,93,,811,217,27,10/01/2018,09/30/2019
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,94,5,1,97,88,9,3,93,77,18,5,91,78,19,3,91,,4088,826,20,10/01/2018,09/30/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,97,2,1,98,92,6,2,95,87,11,2,95,85,12,3,93,,1892,427,23,10/01/2018,09/30/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,98,2,0,99,93,5,2,96,88,11,1,95,85,13,2,94,,1312,372,28,10/01/2018,09/30/2019
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,94,5,1,96,87,10,3,92,81,15,4,92,78,18,4,91,,4093,697,17,10/01/2018,09/30/2019
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,(716) 278-4000,95,4,1,97,89,9,2,93,74,21,5,90,67,29,4,87,,1431,369,26,10/01/2018,09/30/2019
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,(585) 396-6000,95,5,0,98,91,7,2,94,84,13,3,93,78,21,1,92,,952,384,40,10/01/2018,09/30/2019
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,FRANKLIN,(518) 891-4141,96,4,0,98,91,7,2,94,84,14,2,94,82,16,2,93,,1212,380,31,10/01/2018,09/30/2019
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,96,3,1,98,91,7,2,95,82,15,3,92,77,20,3,91,,1784,629,35,10/01/2018,09/30/2019
330088,STONY BROOK EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,(631) 477-1000,97,3,0,98,92,6,2,95,86,12,2,94,83,15,2,93,,1629,578,36,10/01/2018,09/30/2019
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,96,4,0,98,91,7,2,95,80,16,4,92,71,26,3,89,,1114,353,32,10/01/2018,09/30/2019
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,230 SECOND AVE,NEW YORK,NY,10003,NEW YORK,(212) 979-4000,93,6,1,96,87,9,4,92,74,20,6,90,78,20,2,91,,2049,503,25,10/01/2018,09/30/2019
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,(845) 348-2000,96,4,0,98,89,9,2,93,82,16,2,93,77,21,2,91,,1327,345,26,10/01/2018,09/30/2019
330106,NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,98,2,0,99,93,5,2,95,89,9,2,95,90,8,2,95,,1315,369,28,10/01/2018,09/30/2019
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,97,3,0,98,90,8,2,94,82,16,2,93,77,22,1,92,,1585,444,29,10/01/2018,09/30/2019
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,96,3,1,98,90,8,2,94,81,15,4,93,81,16,3,92,,1437,305,21,10/01/2018,09/30/2019
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,(845) 343-2424,,,,,,,,,,,,,,,,,4,,,,,
330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,(631) 654-7100,95,5,0,97,91,7,2,95,77,19,4,91,72,24,4,89,,1223,346,28,10/01/2018,09/30/2019
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,RICHMOND,(418) 226-9761,96,3,1,98,90,8,2,94,79,18,3,92,76,22,2,91,,1308,342,26,10/01/2018,09/30/2019
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,WESTCHESTER,(914) 666-1200,97,3,0,98,91,7,2,95,87,11,2,94,85,13,2,94,,2392,646,27,10/01/2018,09/30/2019
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,MONROE,(585) 341-6736,97,3,0,99,90,8,2,94,86,12,2,94,86,12,2,94,,1082,371,34,10/01/2018,09/30/2019
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NEW YORK,(212) 420-2000,93,6,1,96,90,7,3,94,76,19,5,91,75,21,4,89,,3043,494,16,10/01/2018,09/30/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,98,2,0,99,91,7,2,95,90,9,1,96,89,10,1,96,,1606,539,34,10/01/2018,09/30/2019
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 473-1320,98,2,0,99,92,6,2,95,88,11,1,95,87,12,1,95,,1750,512,29,10/01/2018,09/30/2019
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,KINGS,(718) 283-6000,92,7,1,96,87,10,3,92,70,24,6,89,70,25,5,88,,2977,570,19,10/01/2018,09/30/2019
330195,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,95,4,1,97,91,7,2,94,82,16,2,94,82,15,3,93,,1189,246,21,10/01/2018,09/30/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,95,4,1,97,88,9,3,92,83,14,3,93,86,12,2,94,,5432,771,15,10/01/2018,09/30/2019
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,KINGS,(718) 604-5789,92,7,1,96,86,11,3,92,73,21,6,89,70,23,7,86,,1810,339,19,10/01/2018,09/30/2019
330214,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,(212) 263-7300,96,4,0,98,91,7,2,95,88,11,1,95,88,10,2,95,,3102,726,24,10/01/2018,09/30/2019
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,(315) 338-7000,96,4,0,98,85,12,3,91,76,18,6,90,75,24,1,91,,680,217,32,10/01/2018,09/30/2019
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,98,2,0,99,93,6,1,96,81,16,3,93,70,29,1,90,,1672,540,32,10/01/2018,09/30/2019
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,94,5,1,97,87,10,3,92,67,27,6,88,57,39,4,84,,2329,754,34,10/01/2018,09/30/2019
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,(315) 255-7011,96,4,0,98,90,8,2,94,74,22,4,90,63,34,3,86,,1675,526,31,10/01/2018,09/30/2019
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111 CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,(585) 335-6001,97,3,0,98,92,6,2,95,80,17,3,92,77,22,1,92,,1161,396,34,10/01/2018,09/30/2019
330261,PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,99,1,0,99,92,5,3,95,89,9,2,95,86,13,1,94,,1419,395,28,10/01/2018,09/30/2019
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 606-1000,98,2,0,99,92,7,1,95,94,6,0,97,95,5,0,98,,5106,1414,28,10/01/2018,09/30/2019
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,(518) 725-8621,97,3,0,98,92,7,1,95,82,15,3,93,73,25,2,90,,3257,989,30,10/01/2018,09/30/2019
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,(585) 275-2121,97,3,0,98,93,6,1,96,87,11,2,94,87,11,2,95,,8510,2705,32,10/01/2018,09/30/2019
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,(914) 681-0600,98,2,0,99,93,6,1,96,91,7,2,95,90,8,2,96,,4977,1438,30,10/01/2018,09/30/2019
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,(607) 274-4401,98,2,0,99,92,7,1,95,87,12,1,94,81,18,1,93,,1205,380,32,10/01/2018,09/30/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,98,2,0,99,92,6,2,95,83,16,1,93,74,24,2,90,,1490,375,25,10/01/2018,09/30/2019
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,(845) 794-3300,,,,,,,,,,,,,,,,,4,,,,,
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,,,,,,,,,,,,,,,,,4,,,,,
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,(718) 869-7000,92,7,1,96,86,11,3,91,68,25,7,89,58,34,8,82,,1772,299,17,10/01/2018,09/30/2019
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,(607) 746-0300,99,1,0,99,96,4,0,98,89,11,0,95,87,13,0,95,,358,116,32,10/01/2018,09/30/2019
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,(315) 823-5261,98,2,0,99,94,5,1,97,92,7,1,96,87,12,1,95,,1302,511,39,10/01/2018,09/30/2019
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,(518) 254-3456,98,2,0,99,95,4,1,97,85,12,3,93,77,21,2,91,,715,234,33,10/01/2018,09/30/2019
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,(704) 783-3000,97,3,0,98,94,5,1,96,92,6,2,95,89,9,2,95,,1893,422,22,10/01/2018,09/30/2019
