Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,DEXTER,MO,63841,Stoddard,51.80,79.08,87.12,Not Available,75.98,0 out of 10,Not Available,0 out of 10,50.67,80.41,88.44,Not Available,80.85,1 out of 10,Not Available,1 out of 10,35.74,65.07,80.14,Not Available,70.76,4 out of 10,Not Available,4 out of 10,20.33,51.14,62.50,Not Available,47.97,0 out of 10,Not Available,0 out of 10,26.16,63.30,73.86,Not Available,62.96,0 out of 10,Not Available,0 out of 10,41.92,65.72,79.42,Not Available,68.01,2 out of 10,Not Available,2 out of 10,66.72,87.44,92.11,Not Available,84.32,0 out of 10,Not Available,0 out of 10,32.47,71.59,85.12,Not Available,58.61,0 out of 10,Not Available,0 out of 10,7,13
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,Saint Louis,51.80,79.08,87.12,80.67,80.07,2 out of 10,0 out of 9,2 out of 10,50.67,80.41,88.44,85.93,84.05,5 out of 10,0 out of 9,5 out of 10,35.74,65.07,80.14,66.49,69.14,3 out of 10,1 out of 9,3 out of 10,20.33,51.14,62.50,56.95,58.10,6 out of 10,2 out of 9,6 out of 10,26.16,63.30,73.86,61.15,67.02,4 out of 10,4 out of 9,4 out of 10,41.92,65.72,79.42,66.18,68.13,2 out of 10,1 out of 9,2 out of 10,66.72,87.44,92.11,90.72,90.67,7 out of 10,0 out of 9,7 out of 10,32.47,71.59,85.12,76.66,73.15,2 out of 10,0 out of 9,2 out of 10,31,20
260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,63640,Saint Francois,51.80,79.08,87.12,75.01,75.73,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.14,77.26,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.77,63.72,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,42.26,48.28,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,55.68,60.17,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,58.94,61.51,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,87.78,85.43,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,60.95,64.73,0 out of 10,1 out of 9,1 out of 10,7,16
260176,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,Saint Louis,51.80,79.08,87.12,80.05,79.29,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,84.95,80.57,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,68.99,66.33,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,54.73,56.28,5 out of 10,1 out of 9,5 out of 10,26.16,63.30,73.86,65.14,67.68,4 out of 10,2 out of 9,4 out of 10,41.92,65.72,79.42,62.82,62.95,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.58,89.42,4 out of 10,0 out of 9,4 out of 10,32.47,71.59,85.12,72.32,72.58,1 out of 10,0 out of 9,1 out of 10,17,17
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,Clay,51.80,79.08,87.12,78.54,77.64,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,83.33,80.39,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,63.47,69.28,3 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,56.43,53.00,2 out of 10,0 out of 9,2 out of 10,26.16,63.30,73.86,64.42,63.58,1 out of 10,0 out of 9,1 out of 10,41.92,65.72,79.42,64.14,65.44,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,91.77,89.59,5 out of 10,0 out of 9,5 out of 10,32.47,71.59,85.12,74.95,75.55,3 out of 10,0 out of 9,3 out of 10,14,18
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,Saint Louis,51.80,79.08,87.12,83.36,81.05,3 out of 10,0 out of 9,3 out of 10,50.67,80.41,88.44,84.70,83.85,4 out of 10,0 out of 9,4 out of 10,35.74,65.07,80.14,66.20,62.82,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,61.74,58.55,6 out of 10,0 out of 9,6 out of 10,26.16,63.30,73.86,65.76,65.15,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,73.44,69.65,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,88.79,88.13,2 out of 10,0 out of 9,2 out of 10,32.47,71.59,85.12,86.31,80.56,6 out of 10,0 out of 9,6 out of 10,26,18
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,Saint Louis,51.80,79.08,87.12,80.33,78.14,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.41,78.79,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,64.49,64.10,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,50.10,51.31,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,63.14,64.22,1 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,65.51,69.11,3 out of 10,2 out of 9,3 out of 10,66.72,87.44,92.11,87.03,86.05,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.98,67.55,0 out of 10,0 out of 9,0 out of 10,5,17
260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,Cape Girardeau,51.80,79.08,87.12,79.14,80.08,2 out of 10,1 out of 9,2 out of 10,50.67,80.41,88.44,83.25,83.38,4 out of 10,0 out of 9,4 out of 10,35.74,65.07,80.14,58.97,59.45,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,54.32,55.51,4 out of 10,1 out of 9,4 out of 10,26.16,63.30,73.86,63.11,62.06,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,69.59,70.09,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,85.04,86.05,0 out of 10,1 out of 9,1 out of 10,32.47,71.59,85.12,77.08,78.14,5 out of 10,1 out of 9,5 out of 10,19,16
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,Camden,51.80,79.08,87.12,78.68,75.88,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.28,78.68,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,70.21,67.96,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,49.93,50.85,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,61.76,60.76,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,64.73,62.99,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.33,84.35,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.44,67.82,0 out of 10,0 out of 9,0 out of 10,2,17
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,Jackson,51.80,79.08,87.12,80.33,79.89,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,82.26,77.94,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,72.02,72.41,5 out of 10,0 out of 9,5 out of 10,20.33,51.14,62.50,53.38,58.13,6 out of 10,5 out of 9,6 out of 10,26.16,63.30,73.86,66.18,66.71,3 out of 10,0 out of 9,3 out of 10,41.92,65.72,79.42,74.12,71.61,4 out of 10,0 out of 9,4 out of 10,66.72,87.44,92.11,90.57,89.01,4 out of 10,0 out of 9,4 out of 10,32.47,71.59,85.12,78.47,77.32,4 out of 10,0 out of 9,4 out of 10,27,18
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,Saint Charles,51.80,79.08,87.12,82.60,79.24,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,82.15,78.96,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,66.55,67.44,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,58.48,57.59,6 out of 10,0 out of 9,6 out of 10,26.16,63.30,73.86,63.52,61.85,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,63.04,57.57,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,90.09,89.91,5 out of 10,0 out of 9,5 out of 10,32.47,71.59,85.12,77.68,72.41,1 out of 10,0 out of 9,1 out of 10,15,13
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,Jackson,51.80,79.08,87.12,76.25,76.79,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,74.44,76.41,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,64.14,71.75,4 out of 10,4 out of 9,4 out of 10,20.33,51.14,62.50,46.94,50.62,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,61.48,59.57,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,66.63,68.29,2 out of 10,1 out of 9,2 out of 10,66.72,87.44,92.11,87.58,87.66,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,65.83,70.93,0 out of 10,2 out of 9,2 out of 10,12,17
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,Polk,51.80,79.08,87.12,77.52,78.84,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,82.02,80.60,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,63.27,65.24,1 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,51.99,47.52,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,57.63,62.36,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,65.14,63.65,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.99,85.93,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,69.84,70.82,0 out of 10,0 out of 9,0 out of 10,5,17
260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,Saint Charles,51.80,79.08,87.12,80.69,81.41,3 out of 10,1 out of 9,3 out of 10,50.67,80.41,88.44,78.02,75.09,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,64.97,59.00,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,51.88,52.73,2 out of 10,0 out of 9,2 out of 10,26.16,63.30,73.86,59.89,57.62,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,58.76,68.58,2 out of 10,4 out of 9,4 out of 10,66.72,87.44,92.11,87.40,85.15,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,72.37,73.29,2 out of 10,0 out of 9,2 out of 10,11,15
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,Cass,51.80,79.08,87.12,80.81,78.20,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.44,75.08,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,65.35,70.75,4 out of 10,3 out of 9,4 out of 10,20.33,51.14,62.50,54.94,53.16,2 out of 10,0 out of 9,2 out of 10,26.16,63.30,73.86,64.94,68.32,5 out of 10,3 out of 9,5 out of 10,41.92,65.72,79.42,69.92,69.46,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,87.52,84.23,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,69.91,68.57,0 out of 10,0 out of 9,0 out of 10,14,16
260216,SAINT LUKE'S EAST HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,Jackson,51.80,79.08,87.12,78.97,82.08,4 out of 10,3 out of 9,4 out of 10,50.67,80.41,88.44,79.79,80.83,1 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,63.56,66.77,2 out of 10,1 out of 9,2 out of 10,20.33,51.14,62.50,58.68,57.20,5 out of 10,0 out of 9,5 out of 10,26.16,63.30,73.86,63.85,66.17,3 out of 10,2 out of 9,3 out of 10,41.92,65.72,79.42,70.82,69.99,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,92.62,89.46,4 out of 10,0 out of 9,4 out of 10,32.47,71.59,85.12,77.74,81.50,7 out of 10,5 out of 9,7 out of 10,29,20
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,Saint Charles,51.80,79.08,87.12,78.65,79.47,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,81.54,80.00,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,61.53,65.49,1 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,57.21,61.15,8 out of 10,7 out of 9,8 out of 10,26.16,63.30,73.86,62.41,63.66,1 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,62.33,61.17,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,90.56,90.45,6 out of 10,0 out of 9,6 out of 10,32.47,71.59,85.12,75.83,76.32,4 out of 10,0 out of 9,4 out of 10,22,16
270003,ST PETERS HOSPITAL,2475 BROADWAY,HELENA,MT,59601,Lewis and Clark,51.80,79.08,87.12,82.32,82.45,4 out of 10,0 out of 9,4 out of 10,50.67,80.41,88.44,84.49,84.47,5 out of 10,0 out of 9,5 out of 10,35.74,65.07,80.14,74.73,75.38,7 out of 10,1 out of 9,7 out of 10,20.33,51.14,62.50,48.94,51.58,1 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,65.80,66.56,3 out of 10,0 out of 9,3 out of 10,41.92,65.72,79.42,63.85,66.56,1 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,88.14,87.81,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,65.83,69.92,0 out of 10,2 out of 9,2 out of 10,24,19
270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,Yellowstone,51.80,79.08,87.12,77.27,79.64,1 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,78.08,80.02,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,68.29,66.98,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,52.98,51.83,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,62.17,61.80,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.35,64.29,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.47,88.20,2 out of 10,1 out of 9,2 out of 10,32.47,71.59,85.12,75.50,77.27,4 out of 10,1 out of 9,4 out of 10,12,18
270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,Cascade,51.80,79.08,87.12,78.34,75.53,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,77.04,78.47,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,62.16,63.66,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,47.12,49.86,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,61.67,61.73,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,64.38,61.60,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,88.78,85.49,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,67.01,67.23,0 out of 10,0 out of 9,0 out of 10,2,16
270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,Missoula,51.80,79.08,87.12,81.93,83.17,5 out of 10,2 out of 9,5 out of 10,50.67,80.41,88.44,84.29,84.37,5 out of 10,0 out of 9,5 out of 10,35.74,65.07,80.14,71.32,71.60,4 out of 10,0 out of 9,4 out of 10,20.33,51.14,62.50,55.02,55.17,4 out of 10,0 out of 9,4 out of 10,26.16,63.30,73.86,67.03,67.83,4 out of 10,1 out of 9,4 out of 10,41.92,65.72,79.42,64.72,66.86,1 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,90.06,88.76,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,79.39,79.09,5 out of 10,0 out of 9,5 out of 10,31,20
270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,Silver Bow,51.80,79.08,87.12,79.25,82.35,4 out of 10,3 out of 9,4 out of 10,50.67,80.41,88.44,80.24,81.81,2 out of 10,1 out of 9,2 out of 10,35.74,65.07,80.14,70.80,76.45,7 out of 10,6 out of 9,7 out of 10,20.33,51.14,62.50,53.65,48.83,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,65.78,65.11,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,61.50,64.90,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,89.07,87.42,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,64.59,69.02,0 out of 10,2 out of 9,2 out of 10,18,18
270023,COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,Missoula,51.80,79.08,87.12,72.17,73.71,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,80.03,80.75,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,57.62,60.14,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,48.62,52.68,2 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,58.97,63.63,1 out of 10,3 out of 9,3 out of 10,41.92,65.72,79.42,61.88,59.76,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.90,88.14,2 out of 10,0 out of 9,2 out of 10,32.47,71.59,85.12,66.30,65.85,0 out of 10,0 out of 9,0 out of 10,10,14
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,Hill,51.80,79.08,87.12,69.15,77.40,0 out of 10,4 out of 9,4 out of 10,50.67,80.41,88.44,74.22,78.56,0 out of 10,3 out of 9,3 out of 10,35.74,65.07,80.14,57.85,70.40,4 out of 10,5 out of 9,5 out of 10,20.33,51.14,62.50,41.04,41.62,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,53.15,57.92,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,60.37,66.48,1 out of 10,3 out of 9,3 out of 10,66.72,87.44,92.11,83.69,82.26,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,47.88,59.44,0 out of 10,3 out of 9,3 out of 10,20,13
270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,Yellowstone,51.80,79.08,87.12,80.11,80.73,2 out of 10,0 out of 9,2 out of 10,50.67,80.41,88.44,81.46,81.76,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,66.86,69.39,3 out of 10,1 out of 9,3 out of 10,20.33,51.14,62.50,54.49,55.47,4 out of 10,1 out of 9,4 out of 10,26.16,63.30,73.86,67.17,65.45,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,62.51,64.69,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,90.78,89.90,5 out of 10,0 out of 9,5 out of 10,32.47,71.59,85.12,77.48,77.65,5 out of 10,0 out of 9,5 out of 10,24,19
270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,Flathead,51.80,79.08,87.12,82.99,82.86,5 out of 10,0 out of 9,5 out of 10,50.67,80.41,88.44,82.30,81.53,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,76.16,71.47,4 out of 10,0 out of 9,4 out of 10,20.33,51.14,62.50,52.47,52.28,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,65.01,66.62,3 out of 10,1 out of 9,3 out of 10,41.92,65.72,79.42,61.95,65.25,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,87.12,87.46,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,74.85,73.84,2 out of 10,0 out of 9,2 out of 10,19,19
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,Gallatin,51.80,79.08,87.12,78.68,82.91,5 out of 10,5 out of 9,5 out of 10,50.67,80.41,88.44,79.72,83.45,4 out of 10,4 out of 9,4 out of 10,35.74,65.07,80.14,69.24,72.48,5 out of 10,2 out of 9,5 out of 10,20.33,51.14,62.50,52.73,54.28,3 out of 10,1 out of 9,3 out of 10,26.16,63.30,73.86,64.82,64.91,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,62.33,62.58,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.63,88.56,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,71.00,73.11,2 out of 10,1 out of 9,2 out of 10,24,17
270086,GREAT FALLS CLINIC HOSPITAL,3010 15TH AVENUE SOUTH,GREAT FALLS,MT,59405,Cascade,51.80,79.08,87.12,73.94,78.75,0 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,77.43,82.67,3 out of 10,4 out of 9,4 out of 10,35.74,65.07,80.14,65.93,78.27,8 out of 10,8 out of 9,8 out of 10,20.33,51.14,62.50,49.12,54.40,3 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,61.43,63.66,1 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,59.96,68.92,3 out of 10,4 out of 9,4 out of 10,66.72,87.44,92.11,87.11,89.11,4 out of 10,4 out of 9,4 out of 10,32.47,71.59,85.12,72.97,78.07,5 out of 10,4 out of 9,5 out of 10,32,19
280003,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,Lancaster,51.80,79.08,87.12,81.61,82.93,5 out of 10,2 out of 9,5 out of 10,50.67,80.41,88.44,81.09,82.58,3 out of 10,2 out of 9,3 out of 10,35.74,65.07,80.14,64.20,65.01,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,54.99,58.48,6 out of 10,4 out of 9,6 out of 10,26.16,63.30,73.86,64.20,64.96,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,69.50,68.02,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,89.12,89.72,5 out of 10,1 out of 9,5 out of 10,32.47,71.59,85.12,81.69,79.53,6 out of 10,0 out of 9,6 out of 10,29,19
280009,CHI HEALTH GOOD SAMARITAN,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,NE,68848,Buffalo,51.80,79.08,87.12,77.29,77.87,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.22,76.61,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.21,62.24,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,51.27,52.46,2 out of 10,1 out of 9,2 out of 10,26.16,63.30,73.86,57.68,62.06,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,63.86,67.45,2 out of 10,2 out of 9,2 out of 10,66.72,87.44,92.11,89.80,87.39,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,70.34,72.51,1 out of 10,1 out of 9,1 out of 10,8,17
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,Douglas,51.80,79.08,87.12,79.52,79.75,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,78.78,80.58,1 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,62.40,59.83,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,54.27,56.70,5 out of 10,2 out of 9,5 out of 10,26.16,63.30,73.86,61.74,63.08,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,63.72,70.03,3 out of 10,4 out of 9,4 out of 10,66.72,87.44,92.11,87.78,88.78,3 out of 10,2 out of 9,3 out of 10,32.47,71.59,85.12,74.79,77.21,4 out of 10,2 out of 9,4 out of 10,19,16
280020,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,Lancaster,51.80,79.08,87.12,76.14,73.70,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.61,77.52,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,54.96,50.85,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,54.18,49.52,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,63.01,60.08,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,63.19,56.58,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,91.43,89.07,4 out of 10,0 out of 9,4 out of 10,32.47,71.59,85.12,69.74,66.57,0 out of 10,0 out of 9,0 out of 10,4,10
280023,CHI HEALTH ST FRANCIS,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,Hall,51.80,79.08,87.12,77.75,76.06,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.12,79.61,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,59.70,63.24,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,48.34,47.17,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,61.80,62.36,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,63.28,68.46,2 out of 10,3 out of 9,3 out of 10,66.72,87.44,92.11,89.76,88.77,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,68.81,64.40,0 out of 10,0 out of 9,0 out of 10,7,16
