"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
ND,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,94,26,01/01/2018,12/31/2018
ND,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,110,"25, 26",07/01/2018,06/30/2019
ND,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,07/01/2018,06/30/2019
ND,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,51,,07/01/2018,06/30/2019
ND,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,77,,01/01/2019,06/30/2019
ND,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,37,,01/01/2019,06/30/2019
ND,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,,01/01/2019,06/30/2019
ND,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,82,,01/01/2019,06/30/2019
NE,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",61,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",125,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",53,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",85,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",91,"25, 26",07/01/2018,06/30/2019
NE,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92,,10/01/2018,03/31/2019
NE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,106,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),137,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),98,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),143,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),182,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,137,25,07/01/2018,06/30/2019
NE,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),173,25,07/01/2018,06/30/2019
NE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),120,25,07/01/2018,06/30/2019
NE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),196,25,07/01/2018,06/30/2019
NE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),253,25,07/01/2018,06/30/2019
NE,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,60,"25, 26",07/01/2018,06/30/2019
NE,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,,01/01/2018,12/31/2018
NE,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,71,25,07/01/2018,06/30/2019
NE,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,26,01/01/2018,12/31/2018
NE,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,94,26,01/01/2018,12/31/2018
NE,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
NE,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,92,26,01/01/2018,12/31/2018
NE,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,62,"25, 26",07/01/2018,06/30/2019
NE,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
NE,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,52,,07/01/2018,06/30/2019
NE,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,83,,01/01/2019,06/30/2019
NE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,59,,01/01/2019,06/30/2019
NE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,76,,01/01/2019,06/30/2019
NE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,82,,01/01/2019,06/30/2019
NH,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",116,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",154,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",87,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",132,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",Not Available,"25, 26",07/01/2018,06/30/2019
NH,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,95,,10/01/2018,03/31/2019
NH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,148,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),196,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),119,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),167,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,228,25,07/01/2018,06/30/2019
NH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),265,25,07/01/2018,06/30/2019
NH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),164,25,07/01/2018,06/30/2019
NH,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),242,25,07/01/2018,06/30/2019
NH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,07/01/2018,06/30/2019
NH,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,54,"25, 26",07/01/2018,06/30/2019
NH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,,01/01/2018,12/31/2018
NH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,63,25,07/01/2018,06/30/2019
NH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,88,26,01/01/2018,12/31/2018
NH,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,93,26,01/01/2018,12/31/2018
NH,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2018,12/31/2018
NH,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,93,26,01/01/2018,12/31/2018
NH,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,51,"25, 26",07/01/2018,06/30/2019
NH,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64,,07/01/2018,06/30/2019
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,86,,01/01/2019,06/30/2019
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,73,,01/01/2019,06/30/2019
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,,01/01/2019,06/30/2019
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,,01/01/2019,06/30/2019
NJ,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",150,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",147,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",145,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",146,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",156,"25, 26",07/01/2018,06/30/2019
NJ,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,89,,10/01/2018,03/31/2019
NJ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,166,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),165,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),142,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),160,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),172,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,342,25,07/01/2018,06/30/2019
NJ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),316,25,07/01/2018,06/30/2019
NJ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),366,25,07/01/2018,06/30/2019
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),373,25,07/01/2018,06/30/2019
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),332,25,07/01/2018,06/30/2019
NJ,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,85,"25, 26",07/01/2018,06/30/2019
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,,01/01/2018,12/31/2018
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,76,25,07/01/2018,06/30/2019
NJ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,86,26,01/01/2018,12/31/2018
NJ,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,88,26,01/01/2018,12/31/2018
NJ,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
NJ,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,93,26,01/01/2018,12/31/2018
NJ,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,78,"25, 26",07/01/2018,06/30/2019
NJ,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,07/01/2018,06/30/2019
NJ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64,,07/01/2018,06/30/2019
NJ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,88,,01/01/2019,06/30/2019
NJ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75,,01/01/2019,06/30/2019
NJ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,83,,01/01/2019,06/30/2019
NJ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,,01/01/2019,06/30/2019
NM,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",113,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",191,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",96,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",103,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",138,"25, 26",07/01/2018,06/30/2019
NM,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,88,,10/01/2018,03/31/2019
NM,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,152,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),158,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),134,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),157,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),199,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,238,25,07/01/2018,06/30/2019
NM,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),237,25,07/01/2018,06/30/2019
NM,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),229,25,07/01/2018,06/30/2019
NM,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),237,25,07/01/2018,06/30/2019
NM,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),347,25,07/01/2018,06/30/2019
NM,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,55,"25, 26",07/01/2018,06/30/2019
NM,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,,01/01/2018,12/31/2018
NM,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68,25,07/01/2018,06/30/2019
NM,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,82,26,01/01/2018,12/31/2018
NM,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,95,26,01/01/2018,12/31/2018
NM,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
NM,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,60,26,01/01/2018,12/31/2018
NM,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,73,"25, 26",07/01/2018,06/30/2019
NM,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,07/01/2018,06/30/2019
NM,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,56,,07/01/2018,06/30/2019
NM,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,88,,01/01/2019,06/30/2019
NM,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,70,,01/01/2019,06/30/2019
NM,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,75,,01/01/2019,06/30/2019
NM,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,81,,01/01/2019,06/30/2019
NV,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",111,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",116,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",57,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",114,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",168,"25, 26",07/01/2018,06/30/2019
NV,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,83,,10/01/2018,03/31/2019
NV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,143,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),163,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),120,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),139,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),149,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,253,25,07/01/2018,06/30/2019
NV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),260,25,07/01/2018,06/30/2019
NV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),144,25,07/01/2018,06/30/2019
NV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),300,25,07/01/2018,06/30/2019
NV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),320,25,07/01/2018,06/30/2019
NV,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,50,"25, 26",07/01/2018,06/30/2019
NV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,,01/01/2018,12/31/2018
NV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,76,25,07/01/2018,06/30/2019
NV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,82,26,01/01/2018,12/31/2018
NV,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,90,26,01/01/2018,12/31/2018
NV,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
NV,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,70,26,01/01/2018,12/31/2018
NV,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,59,"25, 26",07/01/2018,06/30/2019
NV,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
NV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,,07/01/2018,06/30/2019
NV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,88,,01/01/2019,06/30/2019
NV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,58,,01/01/2019,06/30/2019
NV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,75,,01/01/2019,06/30/2019
NV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,,01/01/2019,06/30/2019
NY,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",153,"25, 26",07/01/2018,06/30/2019
NY,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",175,"25, 26",07/01/2018,06/30/2019
NY,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",85,"25, 26",07/01/2018,06/30/2019
NY,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",131,"25, 26",07/01/2018,06/30/2019
NY,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",184,"25, 26",07/01/2018,06/30/2019
NY,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,87,,10/01/2018,03/31/2019
NY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,176,"25, 26",07/01/2018,06/30/2019
NY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),208,"25, 26",07/01/2018,06/30/2019
