"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Observed Rate Per 1,000","Footnote","Start Date","End Date"
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-3,Pressure Ulcer Rate,503,0,20,07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-6,"Iatrogenic pneumothorax, adult Rate",896,0,20,07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,659,0,20,07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-8,In-Hospital Fall With Hip Fracture Rate,763,0,20,07/01/2016,06/30/2018
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1096,0.91,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-11,Postoperative Respiratory Failure Rate,721,15.26,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1763,1.7,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-13,Postoperative Sepsis Rate,1065,0.94,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-14,Postoperative Wound Dehiscence Rate,476,0,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1161,1.72,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-3,Pressure Ulcer Rate,5367,0,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-4,Death among surgical inpatients with serious treatable complications Rate,54,185.19,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-6,"Iatrogenic pneumothorax, adult Rate",7884,0.38,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5267,0,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-8,In-Hospital Fall With Hip Fracture Rate,7313,0,20,07/01/2016,06/30/2018
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1725,0.58,20,07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,51,0,20,07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-3,Pressure Ulcer Rate,422,0,20,07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-6,"Iatrogenic pneumothorax, adult Rate",780,0,20,07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,481,0,20,07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-8,In-Hospital Fall With Hip Fracture Rate,648,0,20,07/01/2016,06/30/2018
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-3,Pressure Ulcer Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-6,"Iatrogenic pneumothorax, adult Rate",Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-8,In-Hospital Fall With Hip Fracture Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,367,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-11,Postoperative Respiratory Failure Rate,282,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,718,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-13,Postoperative Sepsis Rate,367,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-14,Postoperative Wound Dehiscence Rate,263,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,644,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-3,Pressure Ulcer Rate,3274,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-6,"Iatrogenic pneumothorax, adult Rate",5614,0.18,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,2966,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-8,In-Hospital Fall With Hip Fracture Rate,4961,0,20,07/01/2016,06/30/2018
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,688,1.45,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,941,1.06,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-11,Postoperative Respiratory Failure Rate,661,1.51,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1759,5.12,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-13,Postoperative Sepsis Rate,923,1.08,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-14,Postoperative Wound Dehiscence Rate,433,0,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1077,3.71,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-3,Pressure Ulcer Rate,4191,1.43,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-4,Death among surgical inpatients with serious treatable complications Rate,43,93.02,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-6,"Iatrogenic pneumothorax, adult Rate",6669,0.6,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,3705,0.27,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-8,In-Hospital Fall With Hip Fracture Rate,6067,0.16,20,07/01/2016,06/30/2018
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1647,6.68,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,387,0,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-11,Postoperative Respiratory Failure Rate,290,3.45,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,604,6.62,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-13,Postoperative Sepsis Rate,367,2.72,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-14,Postoperative Wound Dehiscence Rate,253,0,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,546,0,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-3,Pressure Ulcer Rate,2013,0.5,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-6,"Iatrogenic pneumothorax, adult Rate",3272,0,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1983,0,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-8,In-Hospital Fall With Hip Fracture Rate,2944,0.68,20,07/01/2016,06/30/2018
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,PSI-9,Perioperative Hemorrhage or Hematoma Rate,587,1.7,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,227,0,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-11,Postoperative Respiratory Failure Rate,181,0,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,603,8.29,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-13,Postoperative Sepsis Rate,211,9.48,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-14,Postoperative Wound Dehiscence Rate,201,4.98,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,567,3.53,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-3,Pressure Ulcer Rate,2560,1.56,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-6,"Iatrogenic pneumothorax, adult Rate",3827,0,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1886,0,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-8,In-Hospital Fall With Hip Fracture Rate,3211,0,20,07/01/2016,06/30/2018
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,PSI-9,Perioperative Hemorrhage or Hematoma Rate,567,12.35,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,789,1.27,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-11,Postoperative Respiratory Failure Rate,644,0,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1240,2.42,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-13,Postoperative Sepsis Rate,751,0,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-14,Postoperative Wound Dehiscence Rate,421,0,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1156,0,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-3,Pressure Ulcer Rate,4282,0.7,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-4,Death among surgical inpatients with serious treatable complications Rate,35,57.14,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-6,"Iatrogenic pneumothorax, adult Rate",7126,0.14,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4028,0,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-8,In-Hospital Fall With Hip Fracture Rate,6652,0.15,20,07/01/2016,06/30/2018
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1179,2.54,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2059,0,20,07/01/2016,06/30/2018
