"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.781,,07/01/2018,06/30/2019
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.699,,07/01/2018,06/30/2019
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.753,,07/01/2018,06/30/2019
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.914,,07/01/2018,06/30/2019
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.830,,07/01/2018,06/30/2019
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.701,,07/01/2018,06/30/2019
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.944,,07/01/2018,06/30/2019
MO,HAI_3_SIR,SSI - Colon Surgery,0.816,,07/01/2018,06/30/2019
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.701,,07/01/2018,06/30/2019
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.186,,07/01/2018,06/30/2019
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.920,,07/01/2018,06/30/2019
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.740,,07/01/2018,06/30/2019
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.981,,07/01/2018,06/30/2019
MO,HAI_5_SIR,MRSA Bacteremia,0.854,,07/01/2018,06/30/2019
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.675,,07/01/2018,06/30/2019
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.745,,07/01/2018,06/30/2019
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.709,,07/01/2018,06/30/2019
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,07/01/2018,06/30/2019
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,07/01/2018,06/30/2019
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,07/01/2018,06/30/2019
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,07/01/2018,06/30/2019
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,07/01/2018,06/30/2019
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,07/01/2018,06/30/2019
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.836,,07/01/2018,06/30/2019
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.119,,07/01/2018,06/30/2019
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.970,,07/01/2018,06/30/2019
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.509,,07/01/2018,06/30/2019
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.695,,07/01/2018,06/30/2019
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.596,,07/01/2018,06/30/2019
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.768,,07/01/2018,06/30/2019
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.164,,07/01/2018,06/30/2019
MS,HAI_3_SIR,SSI - Colon Surgery,0.951,,07/01/2018,06/30/2019
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.046,,07/01/2018,06/30/2019
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.855,,07/01/2018,06/30/2019
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.407,,07/01/2018,06/30/2019
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.867,,07/01/2018,06/30/2019
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.252,,07/01/2018,06/30/2019
MS,HAI_5_SIR,MRSA Bacteremia,1.046,,07/01/2018,06/30/2019
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.633,,07/01/2018,06/30/2019
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.729,,07/01/2018,06/30/2019
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.679,,07/01/2018,06/30/2019
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.557,,07/01/2018,06/30/2019
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.290,,07/01/2018,06/30/2019
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.866,,07/01/2018,06/30/2019
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.459,,07/01/2018,06/30/2019
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.979,,07/01/2018,06/30/2019
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.682,,07/01/2018,06/30/2019
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.748,,07/01/2018,06/30/2019
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.574,,07/01/2018,06/30/2019
MT,HAI_3_SIR,SSI - Colon Surgery,1.104,,07/01/2018,06/30/2019
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.155,,07/01/2018,06/30/2019
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.177,,07/01/2018,06/30/2019
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.488,,07/01/2018,06/30/2019
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.018,,07/01/2018,06/30/2019
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.355,,07/01/2018,06/30/2019
MT,HAI_5_SIR,MRSA Bacteremia,0.107,,07/01/2018,06/30/2019
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.426,,07/01/2018,06/30/2019
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.639,,07/01/2018,06/30/2019
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.524,,07/01/2018,06/30/2019
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.886,,07/01/2018,06/30/2019
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.044,,07/01/2018,06/30/2019
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.963,,07/01/2018,06/30/2019
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.694,,07/01/2018,06/30/2019
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.827,,07/01/2018,06/30/2019
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.758,,07/01/2018,06/30/2019
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.809,,07/01/2018,06/30/2019
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.021,,07/01/2018,06/30/2019
NC,HAI_3_SIR,SSI - Colon Surgery,0.910,,07/01/2018,06/30/2019
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.647,,07/01/2018,06/30/2019
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.019,,07/01/2018,06/30/2019
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.817,,07/01/2018,06/30/2019
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.723,,07/01/2018,06/30/2019
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.908,,07/01/2018,06/30/2019
NC,HAI_5_SIR,MRSA Bacteremia,0.811,,07/01/2018,06/30/2019
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.598,,07/01/2018,06/30/2019
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.651,,07/01/2018,06/30/2019
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.624,,07/01/2018,06/30/2019
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.473,,07/01/2018,06/30/2019
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.896,,07/01/2018,06/30/2019
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.659,,07/01/2018,06/30/2019
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.461,,07/01/2018,06/30/2019
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.873,,07/01/2018,06/30/2019
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.643,,07/01/2018,06/30/2019
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.825,,07/01/2018,06/30/2019
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.693,,07/01/2018,06/30/2019
ND,HAI_3_SIR,SSI - Colon Surgery,1.201,,07/01/2018,06/30/2019
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.955,,07/01/2018,06/30/2019
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,4.319,,07/01/2018,06/30/2019
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,2.183,,07/01/2018,06/30/2019
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.135,,07/01/2018,06/30/2019
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.610,,07/01/2018,06/30/2019
ND,HAI_5_SIR,MRSA Bacteremia,0.308,,07/01/2018,06/30/2019
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.726,,07/01/2018,06/30/2019
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.969,,07/01/2018,06/30/2019
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.841,,07/01/2018,06/30/2019
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.495,,07/01/2018,06/30/2019
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.789,,07/01/2018,06/30/2019
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.629,,07/01/2018,06/30/2019
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.688,,07/01/2018,06/30/2019
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.059,,07/01/2018,06/30/2019
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.859,,07/01/2018,06/30/2019
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.966,,07/01/2018,06/30/2019
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.550,,07/01/2018,06/30/2019
NE,HAI_3_SIR,SSI - Colon Surgery,1.233,,07/01/2018,06/30/2019
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.904,,07/01/2018,06/30/2019
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.020,,07/01/2018,06/30/2019
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.379,,07/01/2018,06/30/2019
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.376,,07/01/2018,06/30/2019
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.782,,07/01/2018,06/30/2019
NE,HAI_5_SIR,MRSA Bacteremia,0.552,,07/01/2018,06/30/2019
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.619,,07/01/2018,06/30/2019
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.762,,07/01/2018,06/30/2019
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.688,,07/01/2018,06/30/2019
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.404,,07/01/2018,06/30/2019
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.794,,07/01/2018,06/30/2019
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.575,,07/01/2018,06/30/2019
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.796,,07/01/2018,06/30/2019
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.242,,07/01/2018,06/30/2019
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.001,,07/01/2018,06/30/2019
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.693,,07/01/2018,06/30/2019
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.322,,07/01/2018,06/30/2019
NH,HAI_3_SIR,SSI - Colon Surgery,0.969,,07/01/2018,06/30/2019
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.372,,07/01/2018,06/30/2019
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.684,,07/01/2018,06/30/2019
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.851,,07/01/2018,06/30/2019
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.271,,07/01/2018,06/30/2019
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.729,,07/01/2018,06/30/2019
NH,HAI_5_SIR,MRSA Bacteremia,0.459,,07/01/2018,06/30/2019
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.738,,07/01/2018,06/30/2019
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.926,,07/01/2018,06/30/2019
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.828,,07/01/2018,06/30/2019
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.619,,07/01/2018,06/30/2019
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.780,,07/01/2018,06/30/2019
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.696,,07/01/2018,06/30/2019
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.825,,07/01/2018,06/30/2019
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.003,,07/01/2018,06/30/2019
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.910,,07/01/2018,06/30/2019
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.674,,07/01/2018,06/30/2019
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.916,,07/01/2018,06/30/2019
NJ,HAI_3_SIR,SSI - Colon Surgery,0.788,,07/01/2018,06/30/2019
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.813,,07/01/2018,06/30/2019
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.382,,07/01/2018,06/30/2019
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.069,,07/01/2018,06/30/2019
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.833,,07/01/2018,06/30/2019
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.067,,07/01/2018,06/30/2019
NJ,HAI_5_SIR,MRSA Bacteremia,0.945,,07/01/2018,06/30/2019
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.637,,07/01/2018,06/30/2019
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.697,,07/01/2018,06/30/2019
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.666,,07/01/2018,06/30/2019
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.304,,07/01/2018,06/30/2019
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.602,,07/01/2018,06/30/2019
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.434,,07/01/2018,06/30/2019
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.712,,07/01/2018,06/30/2019
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.084,,07/01/2018,06/30/2019
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.883,,07/01/2018,06/30/2019
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.599,,07/01/2018,06/30/2019
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.200,,07/01/2018,06/30/2019
NM,HAI_3_SIR,SSI - Colon Surgery,0.860,,07/01/2018,06/30/2019
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.727,,07/01/2018,06/30/2019
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.797,,07/01/2018,06/30/2019
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.172,,07/01/2018,06/30/2019
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.424,,07/01/2018,06/30/2019
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.918,,07/01/2018,06/30/2019
NM,HAI_5_SIR,MRSA Bacteremia,0.635,,07/01/2018,06/30/2019
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.724,,07/01/2018,06/30/2019
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.892,,07/01/2018,06/30/2019
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.805,,07/01/2018,06/30/2019
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.605,,07/01/2018,06/30/2019
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.833,,07/01/2018,06/30/2019
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.712,,07/01/2018,06/30/2019
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.689,,07/01/2018,06/30/2019
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.937,,07/01/2018,06/30/2019
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.806,,07/01/2018,06/30/2019
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.784,,07/01/2018,06/30/2019
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.238,,07/01/2018,06/30/2019
NV,HAI_3_SIR,SSI - Colon Surgery,0.992,,07/01/2018,06/30/2019
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.599,,07/01/2018,06/30/2019
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.561,,07/01/2018,06/30/2019
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.995,,07/01/2018,06/30/2019
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.827,,07/01/2018,06/30/2019
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.251,,07/01/2018,06/30/2019
NV,HAI_5_SIR,MRSA Bacteremia,1.023,,07/01/2018,06/30/2019
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.505,,07/01/2018,06/30/2019
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.599,,07/01/2018,06/30/2019
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.551,,07/01/2018,06/30/2019
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.739,,07/01/2018,06/30/2019
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.836,,07/01/2018,06/30/2019
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.786,,07/01/2018,06/30/2019
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.722,,07/01/2018,06/30/2019
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.811,,07/01/2018,06/30/2019
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.765,,07/01/2018,06/30/2019
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.845,,07/01/2018,06/30/2019
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.021,,07/01/2018,06/30/2019
NY,HAI_3_SIR,SSI - Colon Surgery,0.930,,07/01/2018,06/30/2019
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.738,,07/01/2018,06/30/2019
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.075,,07/01/2018,06/30/2019
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.894,,07/01/2018,06/30/2019
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.779,,07/01/2018,06/30/2019
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.915,,07/01/2018,06/30/2019
NY,HAI_5_SIR,MRSA Bacteremia,0.845,,07/01/2018,06/30/2019
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.626,,07/01/2018,06/30/2019
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.665,,07/01/2018,06/30/2019
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.646,,07/01/2018,06/30/2019
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.647,,07/01/2018,06/30/2019
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.772,,07/01/2018,06/30/2019
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.707,,07/01/2018,06/30/2019
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.534,,07/01/2018,06/30/2019
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.632,,07/01/2018,06/30/2019
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.581,,07/01/2018,06/30/2019
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.706,,07/01/2018,06/30/2019
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.876,,07/01/2018,06/30/2019
OH,HAI_3_SIR,SSI - Colon Surgery,0.788,,07/01/2018,06/30/2019
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.634,,07/01/2018,06/30/2019
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.963,,07/01/2018,06/30/2019
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.786,,07/01/2018,06/30/2019
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.789,,07/01/2018,06/30/2019
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.969,,07/01/2018,06/30/2019
OH,HAI_5_SIR,MRSA Bacteremia,0.876,,07/01/2018,06/30/2019
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.620,,07/01/2018,06/30/2019
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.670,,07/01/2018,06/30/2019
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.645,,07/01/2018,06/30/2019
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.645,,07/01/2018,06/30/2019
