Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
180043,ADVENTHEALTH MANCHESTER,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,Clay,0.853715,0.875869,0.854468,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.892133,0.885720,2 out of 10,0 out of 9,2 out of 10,0.882266,0.909532,0.903042,0.896759,5 out of 10,0 out of 9,5 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,Pike,0.853715,0.875869,0.850896,0.869252,7 out of 10,7 out of 9,7 out of 10,0.881090,0.906068,0.888142,0.884915,2 out of 10,0 out of 9,2 out of 10,0.882266,0.909532,0.883837,0.897858,6 out of 10,5 out of 9,6 out of 10,0.032229,0.023178,0.028994,0.019355,10 out of 10,9 out of 9,10 out of 10
180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,Boone,0.853715,0.875869,0.876705,0.874824,9 out of 10,0 out of 9,9 out of 10,0.881090,0.906068,0.886962,0.902384,8 out of 10,8 out of 9,8 out of 10,0.882266,0.909532,0.883282,0.901875,7 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,40361,Bourbon,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.869424,0.883842,1 out of 10,3 out of 9,3 out of 10,0.882266,0.909532,0.886032,0.899689,6 out of 10,5 out of 9,6 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,40422,Boyle,0.853715,0.875869,0.868465,0.879594,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.862083,0.847578,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.880878,0.882613,1 out of 10,0 out of 9,1 out of 10,0.032229,0.023178,0.033864,0.024636,8 out of 10,8 out of 9,8 out of 10
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,Madison,0.853715,0.875869,0.847251,0.853454,0 out of 10,2 out of 9,2 out of 10,0.881090,0.906068,0.857395,0.832729,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.859777,0.863386,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.033069,0.026206,6 out of 10,6 out of 9,6 out of 10
180050,HARLAN ARH HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,40831,Harlan,0.853715,0.875869,0.845231,0.875011,9 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.864220,0.860252,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.873809,0.904397,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,Christian,0.853715,0.875869,0.846392,0.860675,3 out of 10,4 out of 9,4 out of 10,0.881090,0.906068,0.874541,0.884493,2 out of 10,3 out of 9,3 out of 10,0.882266,0.909532,0.841451,0.866081,0 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,0.026618,0.033550,0 out of 10,0 out of 9,0 out of 10
180053,FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,Fleming,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.876255,0.884834,2 out of 10,2 out of 9,2 out of 10,0.882266,0.909532,0.883404,0.894988,5 out of 10,4 out of 9,5 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180056,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON,KY,42420,Henderson,0.853715,0.875869,0.855282,0.875527,9 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.879138,0.896926,6 out of 10,6 out of 9,6 out of 10,0.882266,0.909532,0.889483,0.900659,7 out of 10,5 out of 9,7 out of 10,0.032229,0.023178,0.031641,Not Available,Not Available,Not Available,Not Available
180064,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MOUNT STERLING,KY,40353,Montgomery,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.890062,0.880893,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.862658,0.878973,0 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,0.057921,0.025365,7 out of 10,9 out of 9,9 out of 10
180066,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,Logan,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.897785,0.898818,7 out of 10,1 out of 9,7 out of 10,0.882266,0.909532,0.907508,0.896702,5 out of 10,0 out of 9,5 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180067,UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,Fayette,0.853715,0.875869,0.841034,0.861712,4 out of 10,5 out of 9,5 out of 10,0.881090,0.906068,0.886192,0.869743,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.876541,0.903601,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.027153,0.027643,5 out of 10,0 out of 9,5 out of 10
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,Pike,0.853715,0.875869,0.845117,0.874265,9 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.892329,0.892498,5 out of 10,0 out of 9,5 out of 10,0.882266,0.909532,0.873712,0.887355,2 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,Grayson,0.853715,0.875869,0.862303,0.870305,7 out of 10,5 out of 9,7 out of 10,0.881090,0.906068,0.882342,0.872709,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.883952,0.899195,6 out of 10,5 out of 9,6 out of 10,0.032229,0.023178,0.037277,0.023206,9 out of 10,9 out of 9,9 out of 10
180078,PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BOULEVARD,PAINTSVILLE,KY,41240,Johnson,0.853715,0.875869,0.862231,0.860539,3 out of 10,0 out of 9,3 out of 10,0.881090,0.906068,0.886959,0.888615,3 out of 10,0 out of 9,3 out of 10,0.882266,0.909532,0.885164,0.905531,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,41031,Harrison,0.853715,0.875869,0.844937,0.863415,4 out of 10,5 out of 9,5 out of 10,0.881090,0.906068,0.859717,0.851683,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.859679,0.815388,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,40701,Whitley,0.853715,0.875869,0.832673,0.880061,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.901594,0.879742,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.878380,0.884320,1 out of 10,1 out of 9,1 out of 10,0.032229,0.023178,0.034969,0.036427,0 out of 10,0 out of 9,0 out of 10
180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,Taylor,0.853715,0.875869,0.860958,0.874007,9 out of 10,8 out of 9,9 out of 10,0.881090,0.906068,0.886736,0.892893,5 out of 10,3 out of 9,5 out of 10,0.882266,0.909532,0.901258,0.901376,7 out of 10,0 out of 9,7 out of 10,0.032229,0.023178,0.030343,0.023609,9 out of 10,9 out of 9,9 out of 10
180088,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,Jefferson,0.853715,0.875869,0.850921,0.878277,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.899065,0.895832,6 out of 10,0 out of 9,6 out of 10,0.882266,0.909532,0.880527,0.892045,4 out of 10,3 out of 9,4 out of 10,0.032229,0.023178,0.028590,0.030095,3 out of 10,0 out of 9,3 out of 10
180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,40391,Clark,0.853715,0.875869,0.868366,0.872570,8 out of 10,5 out of 9,8 out of 10,0.881090,0.906068,0.888379,0.865042,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.899551,0.912826,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.036068,0.022288,10 out of 10,9 out of 9,10 out of 10
180093,BAPTIST HEALTH MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,Hopkins,0.853715,0.875869,0.845140,0.863625,5 out of 10,6 out of 9,6 out of 10,0.881090,0.906068,0.858839,0.880171,0 out of 10,4 out of 9,4 out of 10,0.882266,0.909532,0.860758,0.858386,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.046061,0.021382,10 out of 10,9 out of 9,10 out of 10
180095,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,MARION,KY,42064,Crittenden,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.885646,0.877933,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.866263,0.867439,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN,KY,40324,Scott,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.893889,0.872012,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.854246,0.872896,0 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,0.030191,0.031379,1 out of 10,0 out of 9,1 out of 10
180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,McCracken,0.853715,0.875869,0.822236,0.868543,7 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.864782,0.852125,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.853701,0.900230,6 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.041097,0.024583,8 out of 10,9 out of 9,9 out of 10
180103,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,Fayette,0.853715,0.875869,0.857096,0.881854,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.860158,0.851139,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.870756,0.890134,3 out of 10,4 out of 9,4 out of 10,0.032229,0.023178,0.026736,0.021939,10 out of 10,9 out of 9,10 out of 10
180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,McCracken,0.853715,0.875869,0.851564,0.848244,0 out of 10,0 out of 9,0 out of 10,0.881090,0.906068,0.856241,0.853222,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.883972,0.880682,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.040045,0.037186,0 out of 10,1 out of 9,1 out of 10
180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,TOMPKINSVILLE,KY,42167,Monroe,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.867539,0.869065,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.851701,0.885704,2 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180115,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,Rockcastle,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.879068,0.885634,2 out of 10,2 out of 9,2 out of 10,0.882266,0.909532,0.843662,0.874450,0 out of 10,4 out of 9,4 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,Graves,0.853715,0.875869,0.831136,0.870277,7 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.886600,0.882077,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,0.880072,0.902005,7 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.032038,0.024253,8 out of 10,8 out of 9,8 out of 10
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,Warren,0.853715,0.875869,0.845270,0.863394,4 out of 10,5 out of 9,5 out of 10,0.881090,0.906068,0.880144,0.868973,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.842057,0.900926,7 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.030456,0.023190,9 out of 10,9 out of 9,9 out of 10
180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,Franklin,0.853715,0.875869,0.861263,0.877314,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.874354,0.886166,2 out of 10,3 out of 9,3 out of 10,0.882266,0.909532,0.854693,0.891491,4 out of 10,6 out of 9,6 out of 10,0.032229,0.023178,0.035314,0.025586,7 out of 10,8 out of 9,8 out of 10
180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,41230,Lawrence,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.874428,0.892864,5 out of 10,5 out of 9,5 out of 10,0.882266,0.909532,0.845979,0.902518,7 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,Jefferson,0.853715,0.875869,0.862396,0.859667,3 out of 10,0 out of 9,3 out of 10,0.881090,0.906068,0.884605,0.859386,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.876436,0.900465,7 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.020967,0.026654,6 out of 10,0 out of 9,6 out of 10
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON STREET,SOMERSET,KY,42503,Pulaski,0.853715,0.875869,0.828719,0.878639,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.854693,0.866292,0 out of 10,2 out of 9,2 out of 10,0.882266,0.909532,0.831752,0.891625,4 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.040297,0.026237,6 out of 10,8 out of 9,8 out of 10
180138,BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,Oldham,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.887483,0.868880,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.884652,0.901922,7 out of 10,6 out of 9,7 out of 10,0.032229,0.023178,0.030259,0.024613,8 out of 10,7 out of 9,8 out of 10
180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON,KY,41339,Breathitt,0.853715,0.875869,0.846813,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.884279,0.881850,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,0.869915,0.860803,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,Jefferson,0.853715,0.875869,0.849904,0.874935,9 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.869714,0.878647,0 out of 10,2 out of 9,2 out of 10,0.882266,0.909532,0.875619,0.877594,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,Fayette,0.853715,0.875869,0.863983,0.874339,9 out of 10,8 out of 9,9 out of 10,0.881090,0.906068,0.880617,0.885314,2 out of 10,1 out of 9,2 out of 10,0.882266,0.909532,0.887127,0.911669,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.035600,0.027968,5 out of 10,6 out of 9,6 out of 10
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,Lafayette,0.853715,0.875869,0.806795,0.833789,0 out of 10,3 out of 9,3 out of 10,0.881090,0.906068,0.865657,0.873584,0 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.856666,0.893702,4 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.025745,0.021306,10 out of 10,9 out of 9,10 out of 10
190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,THIBODAUX,LA,70301,Lafourche,0.853715,0.875869,0.847913,0.867969,6 out of 10,7 out of 9,7 out of 10,0.881090,0.906068,0.871222,0.864227,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.869095,0.877075,0 out of 10,1 out of 9,1 out of 10,0.032229,0.023178,0.034844,0.026843,6 out of 10,6 out of 9,6 out of 10
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2000 CANAL STREET,NEW ORLEANS,LA,70112,Orleans,0.853715,0.875869,0.851194,0.846588,0 out of 10,0 out of 9,0 out of 10,0.881090,0.906068,0.888395,0.883326,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,Not Available,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
190006,UNIVERSITY HOSPITAL & CLINICS,2390 WEST CONGRESS,LAFAYETTE,LA,70506,Lafayette,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,Not Available,0.877932,0 out of 10,Not Available,0 out of 10,0.882266,0.909532,0.858686,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,Natchitoches,0.853715,0.875869,0.866893,0.869436,7 out of 10,2 out of 9,7 out of 10,0.881090,0.906068,0.892209,0.883999,2 out of 10,0 out of 9,2 out of 10,0.882266,0.909532,0.882539,0.892208,4 out of 10,3 out of 9,4 out of 10,0.032229,0.023178,0.033214,0.032416,0 out of 10,0 out of 9,0 out of 10
190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA,LA,70360,Terrebonne,0.853715,0.875869,0.849633,0.878296,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.862244,0.891832,4 out of 10,6 out of 9,6 out of 10,0.882266,0.909532,0.857206,0.861311,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.028030,0.021534,10 out of 10,9 out of 9,10 out of 10
190011,OCHSNER LSU HEALTH MONROE,4864 JACKSON STREET,MONROE,LA,71202,Ouachita,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.880734,0.880303,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.883163,0.891219,3 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,Not Available,0.025453,7 out of 10,Not Available,7 out of 10
190013,WEST CALCASIEU CAMERON HOSPITAL,701 EAST CYPRESS STREET,SULPHUR,LA,70663,Calcasieu,0.853715,0.875869,0.855622,0.863854,5 out of 10,4 out of 9,5 out of 10,0.881090,0.906068,0.891531,0.873236,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.892121,0.904026,8 out of 10,6 out of 9,8 out of 10,0.032229,0.023178,0.033688,0.021916,10 out of 10,9 out of 9,10 out of 10
190014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,MORGAN CITY,LA,70380,Saint Mary,0.853715,0.875869,0.837709,0.871111,8 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.847621,0.857966,0 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.829814,0.873041,0 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.037088,0.030397,2 out of 10,4 out of 9,4 out of 10
190015,"NORTH OAKS MEDICAL CENTER, L L C",15790 PAUL VEGA MD DRIVE,HAMMOND,LA,70403,Tangipahoa,0.853715,0.875869,0.846055,0.859578,3 out of 10,4 out of 9,4 out of 10,0.881090,0.906068,0.886145,0.868399,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.871916,0.892706,4 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.033576,0.022830,10 out of 10,9 out of 9,10 out of 10
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,Saint Landry,0.853715,0.875869,0.840239,0.845172,0 out of 10,1 out of 9,1 out of 10,0.881090,0.906068,0.887078,0.890124,4 out of 10,1 out of 9,4 out of 10,0.882266,0.909532,0.871667,0.873378,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.037419,0.023076,10 out of 10,9 out of 9,10 out of 10
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,Rapides,0.853715,0.875869,0.854517,0.879619,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.891907,0.863199,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.885463,0.868136,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.031527,Not Available,Not Available,Not Available,Not Available
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,East Baton Rouge,0.853715,0.875869,0.848514,0.870984,8 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.867822,0.871122,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.868405,0.890010,3 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.038025,0.049369,0 out of 10,0 out of 9,0 out of 10
190026,RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA,LA,71301,Rapides,0.853715,0.875869,0.852400,0.869844,7 out of 10,7 out of 9,7 out of 10,0.881090,0.906068,0.886741,0.889646,4 out of 10,1 out of 9,4 out of 10,0.882266,0.909532,0.865618,0.887227,2 out of 10,4 out of 9,4 out of 10,0.032229,0.023178,0.023868,0.025252,7 out of 10,0 out of 9,7 out of 10
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,Calcasieu,0.853715,0.875869,0.865218,0.872964,8 out of 10,7 out of 9,8 out of 10,0.881090,0.906068,0.897143,0.883604,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,0.879580,0.896267,5 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.026523,0.016846,10 out of 10,9 out of 9,10 out of 10
190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,70510,Vermilion,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.838322,0.872180,0 out of 10,4 out of 9,4 out of 10,0.882266,0.909532,0.866661,0.896888,5 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.032277,0.024661,8 out of 10,8 out of 9,8 out of 10
190036,OCHSNER MEDICAL CENTER,1516 JEFFERSON HWY,NEW ORLEANS,LA,70121,Jefferson,0.853715,0.875869,0.855752,0.862841,4 out of 10,3 out of 9,4 out of 10,0.881090,0.906068,0.894323,0.894739,5 out of 10,0 out of 9,5 out of 10,0.882266,0.909532,0.894520,0.908608,9 out of 10,9 out of 9,9 out of 10,0.032229,0.023178,0.029324,0.021582,10 out of 10,9 out of 9,10 out of 10
190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,70072,Jefferson,0.853715,0.875869,0.850083,0.866223,6 out of 10,6 out of 9,6 out of 10,0.881090,0.906068,0.869940,0.889049,3 out of 10,5 out of 9,5 out of 10,0.882266,0.909532,0.875517,0.911675,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.028437,0.029136,4 out of 10,0 out of 9,4 out of 10
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,Saint Tammany,0.853715,0.875869,0.842533,0.883880,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.889171,0.902573,8 out of 10,7 out of 9,8 out of 10,0.882266,0.909532,0.892201,0.901093,7 out of 10,5 out of 9,7 out of 10,0.032229,0.023178,0.032658,0.035439,0 out of 10,0 out of 9,0 out of 10
190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,71105,Caddo,0.853715,0.875869,0.842283,0.887884,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.888615,0.881101,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,0.893108,0.899183,6 out of 10,3 out of 9,6 out of 10,0.032229,0.023178,0.032647,0.040265,0 out of 10,0 out of 9,0 out of 10
190044,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,Acadia,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.864884,0.888251,3 out of 10,5 out of 9,5 out of 10,0.882266,0.909532,0.843278,0.892655,4 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,Not Available,0.026106,7 out of 10,Not Available,7 out of 10
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,70433,Saint Tammany,0.853715,0.875869,0.874712,0.886634,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.896045,0.898040,7 out of 10,1 out of 9,7 out of 10,0.882266,0.909532,0.900369,0.904253,8 out of 10,4 out of 9,8 out of 10,0.032229,0.023178,0.029228,0.026545,6 out of 10,4 out of 9,6 out of 10
