"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,89,800,,10/01/2018,03/31/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,214,310,,07/01/2018,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,80,3485,,10/01/2018,03/31/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,160,40,,07/01/2018,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,172,424,,07/01/2018,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,79,1928,,10/01/2018,03/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,116,289,,07/01/2018,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,71,1479,,10/01/2018,03/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,149,330,,07/01/2018,06/30/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,2989,,10/01/2018,03/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,81,421,,07/01/2018,06/30/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,74,1586,,10/01/2018,03/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,218,614,,07/01/2018,06/30/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,76,2945,,10/01/2018,03/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,169,346,,07/01/2018,06/30/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,53,3214,,10/01/2018,03/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,166,638,,07/01/2018,06/30/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,92,2988,,10/01/2018,03/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,203,336,,07/01/2018,06/30/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,82,1694,,10/01/2018,03/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,690,,10/01/2018,03/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,157,609,,07/01/2018,06/30/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,83,2374,,10/01/2018,03/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,"5, 24",10/01/2018,03/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,129,37,,07/01/2018,06/30/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,60,1589,,10/01/2018,03/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
