"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
31C0001216,SOMERSET AMBULATORY SURGICAL CENTER,1 HWY 206 N,SOMERVILLE,NJ,08876,,(908) 393-8360,99,1,0,99,93,6,1,96,90,9,1,96,88,11,1,96,,1007,310,31,10/01/2018,09/30/2019
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,99,1,0,99,91,8,1,95,90,9,1,96,90,8,2,96,,997,237,24,10/01/2018,09/30/2019
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,98,2,0,99,94,5,1,97,87,11,2,95,86,13,1,95,,1201,458,38,10/01/2018,09/30/2019
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,98,2,0,99,92,7,1,95,85,13,2,94,85,13,2,94,,1255,408,33,10/01/2018,09/30/2019
31C0001316,JACKSON SURGICAL CENTER LLC,27 SOUTH COOKS BRIDGE RD SUITE L2,JACKSON,NJ,08527,,(732) 961-5737,98,2,0,99,90,8,2,94,89,10,1,95,87,13,0,95,2,1076,581,54,10/01/2018,09/30/2019
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,95,4,1,97,90,8,2,94,86,12,2,94,84,13,3,93,,1217,346,28,10/01/2018,09/30/2019
32C0001119,DAVITA MEDICAL GROUP,5400 GIBSON BLVD. SE,ALBUQUERQUE,NM,87109,,(505) 262-7126,95,4,1,97,87,10,3,92,76,19,5,91,71,25,4,88,,1517,442,29,10/01/2018,09/30/2019
34C0001032,IREDELL SURGICAL ASSOCIATES LLP,1720 DAVIE AVE.,STATESVILLE,NC,28677,,(704) 871-0081,97,3,0,98,96,3,1,97,91,8,1,96,90,8,2,96,2,636,322,51,10/01/2018,09/30/2019
34C0001103,HIGH POINT SURGERY CENTER LLC,600 NORTH LINDSAY ST,HIGH POINT,NC,27262,,(336) 878-6428,98,2,0,99,94,5,1,97,91,8,1,96,89,10,1,96,,1501,439,29,10/01/2018,09/30/2019
34C0001112,SOUTHPARK SURGERY CENTER LLC DBA SOUTHPARK SURGERY CENTER,6035 FAIRVIEW RD SUITE 300,CHARLOTTE,NC,28210,,(336) 277-0948,97,3,0,98,92,6,2,95,89,9,2,95,88,11,1,95,,1083,348,32,10/01/2018,09/30/2019
34C0001137,CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY CENTER - BALLANTYNE,15110 JOHN J DELANEY DR SUITE 120,CHARLOTTE,NC,28277,,(704) 512-2140,96,3,1,98,94,5,1,96,90,8,2,96,88,11,1,95,,1650,369,22,10/01/2018,09/30/2019
34C0001138,CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY MEDICAL CENTER PLAZA,1000 BLYTHE BLVD SUITE 400,CHARLOTTE,NC,28203,,(704) 355-4178,97,3,0,98,92,7,1,95,92,7,1,96,89,10,1,96,,2169,507,23,10/01/2018,09/30/2019
34C0001150,ENDOSCOPY CENTER HUNTERSVILLE LLC,4828 AIRPORT CENTER PARKWAY,HUNTERSVILLE,NC,28078,,(704) 649-7486,98,2,0,99,91,8,1,95,88,10,2,94,85,13,2,94,,837,274,33,10/01/2018,09/30/2019
34C0001151,CAROLINA HEALTHCARE ASSOCIATES INC,1415 MEDICAL CTR DR,WILMINGTON,NC,28401,,(910) 362-4201,98,2,0,99,94,5,1,96,93,6,1,96,90,9,1,96,,1417,525,37,10/01/2018,09/30/2019
34C0001154,NOVANT HEALTH BALLANTYNE OUTPATIENT SURGERY,14215 BALLANTYNE CORPORATE PL,CHARLOTTE,NC,28277,,(336) 277-0948,98,2,0,99,92,6,2,95,90,8,2,96,86,10,4,93,,677,135,20,10/01/2018,09/30/2019
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,98,2,0,99,92,7,1,96,91,9,0,96,88,10,2,96,,802,189,24,10/01/2018,09/30/2019
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,95,5,0,97,91,8,1,95,80,17,3,92,83,15,2,94,,896,113,13,10/01/2018,09/30/2019
34C0001168,NOVANT HEALTH HUNTERSVILLE OUTPATIENT SURGERY,10030 GILEAD RD,HUNTERSVILLE,NC,28078,,(336) 277-0948,97,3,0,98,94,5,1,96,90,9,1,95,89,10,1,96,,1607,512,32,10/01/2018,09/30/2019
34C0001172,NCBH OUTPATIENT ENDOSCOPY CENTER LLC DBA WFUBMC ENDOSCOPY CENTER,101 CHARLOIS BLVD SUITE 100,WINSTON SALEM,NC,27103,,(336) 716-8478,98,2,0,99,96,3,1,98,95,5,0,97,92,7,1,97,,1494,342,23,10/01/2018,09/30/2019
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,98,2,0,99,92,7,1,95,89,10,1,95,89,10,1,96,,1789,486,27,10/01/2018,09/30/2019
34C0001177,UNION HEALTH SERVICES LLC,6068 HWY 74 WEST,INDIAN TRAIL,NC,28079,,(704) 667-1970,97,3,0,99,91,7,2,95,90,8,2,95,87,11,2,94,,1759,618,35,10/01/2018,09/30/2019
34C0001180,MATTHEWS SURGERY CENTER LLC,710 PARK CENTER DR SUITE 100,MATTHEWS,NC,28105,,(336) 277-0948,98,2,0,99,92,6,2,95,90,8,2,95,86,12,2,94,,1858,445,24,10/01/2018,09/30/2019
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,98,1,1,99,95,4,1,97,94,5,1,97,93,6,1,97,,2715,797,29,10/01/2018,09/30/2019
34C0001196,PREMIER SURGERY CENTER LLC,TBD,HIGH POINT,NC,27265,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
34C0001201,REX SURGERY CENTER OF WAKEFIELD LLC,11200 GOVERNOR MANLY WAY SUITE 110,RALEIGH,NC,27612,,(919) 570-7549,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98,2,0,99,91,8,1,95,82,14,4,92,85,14,1,95,,720,263,37,10/01/2018,09/30/2019
35C0001025,SANFORD HEALTH DICKINSON AMBULATORY SURGERY CTR,2615 FAIRWAY ST,DICKINSON,ND,58601,,(701) 456-6000,98,1,1,99,87,12,1,94,85,13,2,94,90,8,2,96,3,215,48,22,10/01/2018,09/30/2019
36C0001051,OSU INTERNAL MEDICINE LLC,"3900 STONERIDGE LANE, SUITE D",DUBLIN,OH,43017,,(614) 366-5001,98,2,0,99,90,8,2,94,86,11,3,94,85,13,2,94,,2179,595,27,10/01/2018,09/30/2019
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,97,3,0,98,92,6,2,95,89,10,1,95,89,10,1,96,,1428,609,43,10/01/2018,09/30/2019
36C0001140,PREMIUM SURGERY CENTER LLC,5319 HOAG DR,ELYRIA,OH,44035,,(440) 930-6050,98,2,0,99,91,7,2,94,87,11,2,94,84,15,1,94,2,825,303,37,10/01/2018,09/30/2019
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,98,2,0,99,93,6,1,96,91,8,1,95,88,10,2,95,,1279,441,34,10/01/2018,09/30/2019
36C0001191,SURGERY CENTER OF CANFIELD LLC,4147 WESTFORD DR.,CANFIELD,OH,44406,,(330) 702-1489,98,2,0,99,91,7,2,95,89,9,2,95,88,11,1,95,,844,358,42,10/01/2018,09/30/2019
36C0001222,THE CHRIST HOSPITAL SPINE SURGERY CENTER LLC,4020 SMITH RD,NORWOOD,OH,45209,,(513) 619-5899,99,1,0,99,96,3,1,98,94,5,1,96,90,8,2,96,,1220,529,43,10/01/2018,09/30/2019
37C0001032,MCGEE EYE SURGERY CENTER LLC,1000 N. LINCOLN BLVD. #150,OKLAHOMA CITY,OK,73104,,(405) 232-8696,97,3,0,98,91,7,2,95,89,9,2,95,89,10,1,96,,3330,1221,37,10/01/2018,09/30/2019
37C0001055,MEMORIAL SURGERY CENTER LLC,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7911,96,4,0,98,89,9,2,93,85,12,3,94,82,17,1,93,,1052,400,38,10/01/2018,09/30/2019
38C0001030,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3085,98,2,0,99,94,5,1,97,88,11,1,95,87,12,1,95,,1598,625,39,10/01/2018,09/30/2019
38C0001031,WILLAMETTE SURGERY CENTER LLC,1445 STATE ST,SALEM,OR,97301,,(503) 316-3765,97,3,0,98,93,6,1,96,88,10,2,94,89,8,3,95,,1039,392,38,10/01/2018,09/30/2019
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,98,2,0,99,91,7,2,95,87,12,1,95,86,13,1,94,,1939,633,33,10/01/2018,09/30/2019
38C0001046,NORTHWEST GASTROENTEROLOGY CLINIC LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,96,4,0,98,88,11,1,93,82,17,1,94,88,11,1,95,,1015,359,35,10/01/2018,09/30/2019
38C0001052,AESTHETIC SURGERY CENTER OF EUGENE INC,2550 WILLAKENZIE STE #1,EUGENE,OR,97401,,(541) 434-0922,,,,,,,,,,,,,,,,,4,,,,,
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,97,3,0,98,94,5,1,96,87,11,2,94,88,11,1,95,,1124,487,43,10/01/2018,09/30/2019
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,98,2,0,99,92,6,2,95,88,10,2,95,88,9,3,95,,1200,370,31,10/01/2018,09/30/2019
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,98,2,0,99,92,6,2,95,89,9,2,95,88,10,2,95,,958,314,33,10/01/2018,09/30/2019
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,98,2,0,99,90,8,2,94,88,10,2,95,86,13,1,95,,1502,523,35,10/01/2018,09/30/2019
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97,3,0,98,92,7,1,96,85,14,1,94,83,15,2,93,,2467,718,29,10/01/2018,09/30/2019
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,97,3,0,98,89,9,2,93,82,16,2,93,77,22,1,92,,1245,584,47,10/01/2018,09/30/2019
39C0001027,E. RONALD SALVITTI M.D DBA SOUTHWESTERN PA EYE SURGERY CENTER,750 EAST BEAU ST,WASHINGTON,PA,15301,,(724) 228-7477,97,3,0,98,89,9,2,94,85,12,3,94,85,14,1,95,,576,313,54,10/01/2018,09/30/2019
39C0001152,THE ENDOSCOPY CENTER LLC,815 SUMNEYTOWN PIKE,LANSDALE,PA,19446,,(215) 453-3050,98,2,0,99,91,7,2,94,91,8,1,96,91,8,1,97,,1395,559,40,10/01/2018,09/30/2019
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,96,4,0,98,94,5,1,97,87,11,2,94,83,15,2,94,,1158,381,33,10/01/2018,09/30/2019
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD.,WYOMISSING,PA,19610,,(484) 628-3079,98,2,0,99,93,6,1,96,93,6,1,96,91,8,1,97,,1918,522,27,10/01/2018,09/30/2019
39C0001198,MAIN LINE SPINE SURGERY CENTER INC,700 S. HENDERSON RD. #335,KING OF PRUSSIA,PA,19406,,(610) 337-2828,,,,,,,,,,,,,,,,,4,,,,,
39C0001222,EVANGELICAL COMMUNITY HOSPITAL,90 MEDICAL PARK,LEWISBURG,PA,17837,,(570) 768-3300,,,,,,,,,,,,,,,,,4,,,,,
39C0001226,GAMMA SURGERY CENTER LLC,107 GAMMA DR.,PITTSBURGH,PA,15238,,(412) 963-7917,97,3,0,98,92,6,2,95,87,10,3,94,86,12,2,94,,1269,643,51,10/01/2018,09/30/2019
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,98,2,0,99,91,7,2,94,92,7,1,96,86,13,1,95,,1334,494,37,10/01/2018,09/30/2019
39C0001297,PETERS TOWNSHIP SURGERY CENTER LLC,160 GALLERY DR,MCMURRAY,PA,15317,,(724) 942-2684,,,,,,,,,,,,,,,,,4,,,,,
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC DBA ALLEGHENY HEALTH NETWORK MONROEVILLE SURGERY CENTER,4121 MONROEVILL BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,,,,,,,,,,,,,,,,,4,,,,,
39C0001314,WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(878) 332-4340,,,,,,,,,,,,,,,,,4,,,,,
39C0001319,ALLEGHENY HEALTH NETWORK SURGERY CENTER BETHEL PARK LLC,990 HIGBEE RD,BETHEL PARK,PA,15102,,(412) 854-7910,,,,,,,,,,,,,,,,,4,,,,,
39C0001334,ALLEGHENY CLINIC DBA ALLEGHENY HEALTH NETWORK ENDOSCOPY CENTER WESTMORELAND,118 NATURE PARK RD SUITE 200,GREENBURG,PA,15601,,(724) 333-6702,,,,,,,,,,,,,,,,,4,,,,,
39C0001343,GRAND VIEW SURGERY CENTER AT HARLEYSVILLE LLC,270 MAIN ST,HARLEYSVILLE,PA,19438,,(267) 429-2550,,,,,,,,,,,,,,,,,4,,,,,
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,93,6,1,96,88,10,2,95,88,10,2,95,,1024,449,44,10/01/2018,09/30/2019
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98,2,0,99,93,6,1,96,91,8,1,95,88,11,1,96,,949,325,34,10/01/2018,09/30/2019
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,98,2,0,99,94,5,1,97,93,6,1,96,91,7,2,96,,1430,465,33,10/01/2018,09/30/2019
42C0001038,STRAND GASTROINTESTINAL ENDOSCOPY CENTER,945 82ND PARKWAY,MYRTLE BEACH,SC,29572,,(843) 839-2584,,,,,,,,,,,,,,,,,4,,,,,
42C0001047,FLORENCE SURGERY AND LASER CENTER LLC,400 NORTH CASHUA DR,FLORENCE,SC,29501,,(470) 219-7562,95,4,1,97,87,10,3,92,83,15,2,94,86,11,3,94,,1134,243,23,10/01/2018,09/30/2019
42C0001049,BLUFFTON OKATIE SURGERY CENTER LLC,"40 OKATIE CENTER BLVD S., STE. 125",OKATIE,SC,29909,,(843) 705-8870,98,2,0,99,92,6,2,95,88,10,2,95,89,9,2,95,,1173,593,51,10/01/2018,09/30/2019
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,96,3,1,98,89,8,3,93,89,10,1,95,87,12,1,95,,967,409,42,10/01/2018,09/30/2019
43C0001023,SANFORD HEALTH SANFORD CLINIC ABERDEEN SURGICAL CTR,2905 3RD AVE SE,ABERDEEN,SD,57401,,(605) 626-4200,99,1,0,99,93,5,2,96,91,8,1,96,88,10,2,95,,975,317,33,10/01/2018,09/30/2019
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,99,1,0,99,89,10,1,94,89,9,2,95,81,16,3,92,,495,130,26,10/01/2018,09/30/2019
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,97,3,0,99,92,6,2,95,88,10,2,95,84,13,3,93,,1142,354,31,10/01/2018,09/30/2019
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,93,6,1,96,90,8,2,95,88,10,2,95,,1246,575,46,10/01/2018,09/30/2019
44C0001004,MEMPHIS SURGERY CENTER LTD LP,1044 CRESTHAVEN RD.,MEMPHIS,TN,38119,,(901) 682-1516,96,3,1,98,92,6,2,95,88,10,2,94,88,11,1,95,,1417,304,22,10/01/2018,09/30/2019
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,97,3,0,98,93,6,1,96,86,12,2,94,83,14,3,93,,1135,477,42,10/01/2018,09/30/2019
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,98,2,0,99,92,6,2,95,90,10,0,96,93,7,0,97,,4288,387,9,10/01/2018,09/30/2019
44C0001025,BAPTIST PLAZA SURGICARE LP,300 20TH AVE NORTH SUITE 800,NASHVILLE,TN,37203,,(615) 284-1335,98,2,0,99,95,4,1,97,92,7,1,97,90,8,2,95,,1157,351,30,10/01/2018,09/30/2019
44C0001027,FORT SANDERS WEST OP SURGERY CENTER,210 FORT SANDERS WEST BLVD.,KNOXVILLE,TN,37922,,(865) 531-5295,,,,,,,,,,,,,,,,,4,,,,,
44C0001054,PHYSICIAN'S PAVILION SURGERY CENTER,545 STONECREST PKWY,SMYRNA,TN,37167,,(615) 220-3720,,,,,,,,,,,,,,,,,4,,,,,
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,93,6,1,96,92,8,0,96,91,8,1,96,,1301,407,31,10/01/2018,09/30/2019
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,92,7,1,95,91,8,1,96,89,10,1,96,,803,263,33,10/01/2018,09/30/2019
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER LP,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,93,6,1,96,90,8,2,95,89,10,1,96,,1188,366,31,10/01/2018,09/30/2019
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER LP,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,98,2,0,99,92,7,1,96,92,7,1,96,90,9,1,96,,998,333,33,10/01/2018,09/30/2019
44C0001098,ADVANCED FAMILY SURGERY CENTER,944 OAK RIDGE TURNPIKE #200,OAK RIDGE,TN,37830,,(865) 835-5000,96,3,1,98,92,6,2,95,91,7,2,95,85,14,1,95,,1757,498,28,10/01/2018,09/30/2019
44C0001104,SAINT THOMAS OUTPATIENT NEUROSURGICAL CENTER,"4230 HARDING RD., SUITE 901",NASHVILLE,TN,37205,,(615) 341-7472,,,,,,,,,,,,,,,,,4,,,,,
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,97,3,0,99,91,8,1,95,90,8,2,95,88,11,1,95,,967,320,33,10/01/2018,09/30/2019
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98,2,0,99,92,7,1,95,91,8,1,96,92,8,0,97,,1189,448,38,10/01/2018,09/30/2019
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,92,6,2,95,90,9,1,96,92,7,1,97,,1228,532,43,10/01/2018,09/30/2019
44C0001133,BAPTIST PLAZA SURGICARE LP,2004 HAYES ST,NASHVILLE,TN,37203,,(615) 515-4000,98,2,0,99,93,6,1,96,89,10,1,95,88,11,1,96,,896,293,33,10/01/2018,09/30/2019
44C0001137,UPPER CUMBERLAND PHYSICIANS SURGERY CENTER LLC,467 N. WHITNEY AV.,COOKEVILLE,TN,38501,,(931) 528-5007,98,2,0,99,94,5,1,97,91,8,1,96,91,8,1,97,,1178,478,41,10/01/2018,09/30/2019
44C0001140,SAINT FRANCIS SURGERY CENTER LLC,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98,2,0,99,93,5,2,96,91,8,1,95,90,9,1,96,,799,256,32,10/01/2018,09/30/2019
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,,,,,,,,,,,,,,,,,4,,,,,
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,97,2,1,98,91,7,2,95,88,10,2,95,88,10,2,95,,1036,337,33,10/01/2018,09/30/2019
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,97,3,0,98,92,7,1,96,87,11,2,94,86,13,1,95,,1061,364,34,10/01/2018,09/30/2019
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,99,95,4,1,97,94,5,1,97,93,6,1,97,,1095,425,39,10/01/2018,09/30/2019
44C0001169,TENN SM LLC DBA PROVIDENCE SURGERY CENTER,5002 CROSSING CIR SUITE 110,MT. JULIET,TN,37122,,(615) 553-9100,97,3,0,98,92,6,2,95,90,9,1,95,87,11,2,95,,1169,358,31,10/01/2018,09/30/2019
44C0001181,PCET SURGERY CENTER LLC,1128 E. WEISGARBER RD. STE. 110,KNOXVILLE,TN,37909,,(865) 934-2577,96,3,1,98,88,8,4,92,82,16,2,94,86,11,3,94,,1409,309,22,10/01/2018,09/30/2019
45C0001009,DOCTORS OUTPATIENT SURGICENTER LTD,3534 VISTA RD,PASADENA,TX,77504,,(713) 947-0330,,,,,,,,,,,,,,,,,4,,,,,
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,97,3,0,98,93,6,1,96,88,9,3,94,88,10,2,95,,1157,417,36,10/01/2018,09/30/2019
45C0001021,MEMORIAL HERMANN WEST HOUSTON SURGERY CENTER LLC,970 CAMPBELL RD,HOUSTON,TX,77024,,(713) 461-3547,96,3,1,97,89,8,3,93,82,15,3,92,84,14,2,93,,1442,338,23,10/01/2018,09/30/2019
45C0001035,HOUSTON PSC LP DBA PHYSICIANS SURGICENTER OF HOUSTON,7515 MAIN ST SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,,,,,,,,,,,,,,,,,4,,,,,
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,98,92,6,2,95,90,8,2,95,86,12,2,95,,1025,281,27,10/01/2018,09/30/2019
45C0001046,PHYSICIANS DAY SURGERY CTR,3930 CRUTCHER ST,DALLAS,TX,75246,,(214) 820-6240,98,2,0,99,93,6,1,96,92,7,1,96,89,10,1,96,,1277,383,30,10/01/2018,09/30/2019
45C0001077,MEMORIAL HERMANN SURGERY CENTER PRESTON RD LTD DBA DOCTORS UNITED SURGERY CENTER,5146 PRESTON AVE,PASADENA,TX,77504,,(346) 203-5600,,,,,,,,,,,,,,,,,4,,,,,
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,97,3,0,98,91,7,2,94,85,12,3,94,84,13,3,93,,860,301,35,10/01/2018,09/30/2019
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,98,2,0,99,92,7,1,96,91,6,3,95,83,15,2,93,,1063,231,22,10/01/2018,09/30/2019
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,98,2,0,99,94,4,2,96,89,9,2,95,87,11,2,95,,1198,321,27,10/01/2018,09/30/2019
45C0001191,BAYLOR SURGICARE AT BEDFORD,"1600 CENTRAL DR., SUITE 180",BEDFORD,TX,76022,,(817) 571-1999,99,1,0,100,94,5,1,96,93,5,2,96,87,10,3,94,,894,229,26,10/01/2018,09/30/2019
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,97,3,0,98,90,7,3,94,88,11,1,95,85,14,1,95,,964,233,24,10/01/2018,09/30/2019
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,98,2,0,99,93,6,1,96,91,7,2,95,89,11,0,96,,1329,345,26,10/01/2018,09/30/2019
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,98,2,0,99,91,8,1,95,85,13,2,94,83,16,1,94,,1014,374,37,10/01/2018,09/30/2019
